node_id,index,UniProt
9606.ENSP00000348234,2771,P17735
9606.ENSP00000348316,2772,Q9UK76
9606.ENSP00000348416,2773,Q07157
9606.ENSP00000348461,2774,P63000
9606.ENSP00000348496,2775,Q8TC36
9606.ENSP00000348565,2776,Q9GZZ9
9606.ENSP00000348602,2777,P49418
9606.ENSP00000348635,2778,Q86YT9
9606.ENSP00000348645,2779,A1KZ92
9606.ENSP00000348838,2780,O00762
9606.ENSP00000348886,2781,Q9UJZ1
9606.ENSP00000348888,2782,P01833
9606.ENSP00000348944,2783,Q2MKA7
9606.ENSP00000348959,2784,O60476
9606.ENSP00000348968,2785,Q8NEX6
9606.ENSP00000349016,2786,O75381
9606.ENSP00000349022,2787,Q7LC44
9606.ENSP00000349078,2788,P14324
9606.ENSP00000349116,2789,Q9P0V9
9606.ENSP00000349131,2790,Q9BXY4
9606.ENSP00000349143,2791,Q8WVV5
9606.ENSP00000349156,2792,Q8IUQ4
9606.ENSP00000349168,2793,P31943
9606.ENSP00000349252,2794,P20701
9606.ENSP00000349313,2795,Q9H9Q4
9606.ENSP00000349396,2796,O14678
9606.ENSP00000349430,2797,O60814
9606.ENSP00000349436,2798,Q13444
9606.ENSP00000349437,2799,P11717
9606.ENSP00000349439,2800,Q6PKC3
9606.ENSP00000349446,2801,P05089
9606.ENSP00000349459,2802,Q6IE38
9606.ENSP00000349490,2803,O00587
9606.ENSP00000349541,2804,Q6NZI2
9606.ENSP00000349576,2805,P32321
9606.ENSP00000349588,2806,Q01484
9606.ENSP00000349658,2807,Q9NQH7
9606.ENSP00000349677,2808,Q9BQ16
9606.ENSP00000349679,2809,Q9NP97
9606.ENSP00000349687,2810,P17900
9606.ENSP00000349722,2811,P61077
9606.ENSP00000349790,2812,P20849
9606.ENSP00000349824,2813,Q8NFH8
9606.ENSP00000349860,2814,Q06210
9606.ENSP00000349884,2815,Q9UBC7
9606.ENSP00000349954,2816,P0DN86
9606.ENSP00000350005,2817,P09681
9606.ENSP00000350170,2818,P51114
9606.ENSP00000350199,2819,Q10567
9606.ENSP00000350224,2820,P51813
9606.ENSP00000350332,2821,Q14324
9606.ENSP00000350364,2822,Q7Z3B1
9606.ENSP00000350369,2823,O15525
9606.ENSP00000350378,2824,Q7Z5G4
9606.ENSP00000350402,2825,Q9UM44
9606.ENSP00000350425,2826,P06727
9606.ENSP00000350491,2827,P49642
9606.ENSP00000350512,2828,Q92905
9606.ENSP00000350547,2829,O95754
9606.ENSP00000350549,2830,A6NHT5
9606.ENSP00000350681,2831,P28324
9606.ENSP00000350708,2832,P54727
9606.ENSP00000350719,2833,Q8WXH0
9606.ENSP00000350786,2834,Q96FT7
9606.ENSP00000350815,2835,P08235
9606.ENSP00000350833,2836,Q15777
9606.ENSP00000350881,2837,Q8IYS0
9606.ENSP00000350896,2838,P54760
9606.ENSP00000350911,2839,P14091
9606.ENSP00000350928,2840,Q99259
9606.ENSP00000350937,2841,Q9UGI8
9606.ENSP00000350949,2842,Q96IJ6
9606.ENSP00000351022,2843,P09493
9606.ENSP00000351132,2844,Q8IXI2
9606.ENSP00000351141,2845,Q15007
9606.ENSP00000351190,2846,P19823
9606.ENSP00000351209,2847,P29317
9606.ENSP00000351273,2848,Q14790
9606.ENSP00000351314,2849,P40306
9606.ENSP00000351380,2850,Q96EY4
9606.ENSP00000351407,2851,P27540
9606.ENSP00000351446,2852,P61964
9606.ENSP00000351484,2853,Q9UQQ1
9606.ENSP00000351490,2854,P61244
9606.ENSP00000351492,2855,Q9BZL1
9606.ENSP00000351497,2856,P31994
9606.ENSP00000351536,2857,Q6ZRP7
9606.ENSP00000351575,2858,A6H8Y1
9606.ENSP00000351589,2859,P0C0S8
9606.ENSP00000351591,2860,Q9NZ94
9606.ENSP00000351614,2861,O14994
9606.ENSP00000351646,2862,P31948
9606.ENSP00000351669,2863,Q5SRI9
9606.ENSP00000351671,2864,P78556
9606.ENSP00000351682,2865,Q96KN2
9606.ENSP00000351777,2866,P55072
9606.ENSP00000351789,2867,Q96FA3
9606.ENSP00000351811,2868,Q6P2E9
9606.ENSP00000351905,2869,P37173
9606.ENSP00000351957,2870,Q14432
9606.ENSP00000351990,2871,Q13564
9606.ENSP00000352069,2872,O00308
9606.ENSP00000352071,2873,Q86VB7
9606.ENSP00000352119,2874,P0C0S8
9606.ENSP00000352138,2875,Q96J84
9606.ENSP00000352252,2876,P68431
9606.ENSP00000352257,2877,P12956
9606.ENSP00000352264,2878,Q9Y5K6
9606.ENSP00000352288,2879,O15031
9606.ENSP00000352401,2880,Q96AT9
9606.ENSP00000352414,2881,O60258
9606.ENSP00000352420,2882,O15165
9606.ENSP00000352438,2883,Q15366
9606.ENSP00000352447,2884,Q9BW04
9606.ENSP00000352455,2885,Q13361
9606.ENSP00000352513,2886,O95297
9606.ENSP00000352544,2887,Q6PUV4
9606.ENSP00000352561,2888,P30988
9606.ENSP00000352584,2889,O60218
9606.ENSP00000352601,2890,Q7Z4F1
9606.ENSP00000352627,2891,P0C0S8
9606.ENSP00000352639,2892,P08217
9606.ENSP00000352672,2893,Q96LB8
9606.ENSP00000352676,2894,Q9UGI0
9606.ENSP00000352706,2895,Q6NVY1
9606.ENSP00000352738,2896,Q9UN86
9606.ENSP00000352785,2897,Q86SJ6
9606.ENSP00000352798,2898,P39060
9606.ENSP00000352835,2899,P02144
9606.ENSP00000352882,2900,Q9HCM2
9606.ENSP00000352926,2901,Q15561
9606.ENSP00000352936,2902,Q9NQ38
9606.ENSP00000352956,2903,Q86U06
9606.ENSP00000353007,2904,Q8IWU5
9606.ENSP00000353025,2905,Q92520
9606.ENSP00000353072,2906,Q93084
9606.ENSP00000353165,2907,Q9H3S4
9606.ENSP00000353198,2908,P10082
9606.ENSP00000353246,2909,Q9BXY0
9606.ENSP00000353259,2910,Q9UGN4
9606.ENSP00000353331,2911,Q6UWL6
9606.ENSP00000353344,2912,P15036
9606.ENSP00000353379,2913,P43358
9606.ENSP00000353393,2914,P00451
9606.ENSP00000353408,2915,P26038
9606.ENSP00000353444,2916,P61020
9606.ENSP00000353462,2917,Q9NQ75
9606.ENSP00000353582,2918,O60462
9606.ENSP00000353600,2919,P0DMM9
9606.ENSP00000353608,2920,Q14574
9606.ENSP00000353720,2921,P23141
9606.ENSP00000353731,2922,P27487
9606.ENSP00000353767,2923,Q9ULZ9
9606.ENSP00000353770,2924,P31350
9606.ENSP00000353785,2925,O94811
9606.ENSP00000353791,2926,P48067
9606.ENSP00000353826,2927,P36776
9606.ENSP00000353846,2928,O15075
9606.ENSP00000353864,2929,O75914
9606.ENSP00000353910,2930,Q9BYC5
9606.ENSP00000354080,2931,Q8IWY4
9606.ENSP00000354090,2932,Q08ET2
9606.ENSP00000354125,2933,P55884
9606.ENSP00000354152,2934,Q2M296
9606.ENSP00000354158,2935,Q8IUD2
9606.ENSP00000354201,2936,Q9H832
9606.ENSP00000354204,2937,Q6UXN7
9606.ENSP00000354207,2938,Q16288
9606.ENSP00000354213,2939,Q9Y662
9606.ENSP00000354280,2940,P35030
9606.ENSP00000354294,2941,P17538
9606.ENSP00000354340,2942,Q8TBC4
9606.ENSP00000354357,2943,P21266
9606.ENSP00000354394,2944,P42224
9606.ENSP00000354416,2945,Q9NRJ3
9606.ENSP00000354468,2946,P00387
9606.ENSP00000354511,2947,P21964
9606.ENSP00000354522,2948,P11387
9606.ENSP00000354532,2949,P00491
9606.ENSP00000354566,2950,P07766
9606.ENSP00000354580,2951,Q7Z2W9
9606.ENSP00000354607,2952,Q13467
9606.ENSP00000354610,2953,P19961
9606.ENSP00000354621,2954,Q9HCE7
9606.ENSP00000354677,2955,Q96SL4
9606.ENSP00000354688,2956,Q8TCE6
9606.ENSP00000354691,2957,Q96RD9
9606.ENSP00000354720,2958,Q9UQE7
9606.ENSP00000354722,2959,O14602
9606.ENSP00000354739,2960,P30050
9606.ENSP00000354762,2961,Q9Y2R0
9606.ENSP00000354772,2962,Q9H7P6
9606.ENSP00000354778,2963,Q9UHC6
9606.ENSP00000354782,2964,P20963
9606.ENSP00000354826,2965,Q05682
9606.ENSP00000354837,2966,Q92974
9606.ENSP00000354848,2967,Q96EK5
9606.ENSP00000354855,2968,Q14494
9606.ENSP00000354901,2969,Q07325
9606.ENSP00000354910,2970,O14511
9606.ENSP00000354911,2971,Q96CG3
9606.ENSP00000354927,2972,Q99759
9606.ENSP00000354932,2973,Q15399
9606.ENSP00000354960,2974,Q8IYK4
9606.ENSP00000355011,2975,Q12905
9606.ENSP00000355077,2976,Q8WV22
9606.ENSP00000355084,2977,Q9NZV6
9606.ENSP00000355094,2978,Q96PU8
9606.ENSP00000355110,2979,Q9H4F8
9606.ENSP00000355114,2980,Q5T6F0
9606.ENSP00000355124,2981,P08727
9606.ENSP00000355157,2982,Q96LA5
9606.ENSP00000355180,2983,P12109
9606.ENSP00000355187,2984,Q86VH5
9606.ENSP00000355231,2985,Q14457
9606.ENSP00000355237,2986,Q9Y5S2
9606.ENSP00000355299,2987,Q8WW01
9606.ENSP00000355325,2988,P28074
9606.ENSP00000355330,2989,P21980
9606.ENSP00000355361,2990,Q08722
9606.ENSP00000355370,2991,P26441
9606.ENSP00000355377,2992,O95154
9606.ENSP00000355384,2993,Q86WA9
9606.ENSP00000355421,2994,Q6NT46
9606.ENSP00000355471,2995,Q9H5Q4
9606.ENSP00000355493,2996,P30520
9606.ENSP00000355517,2997,O15229
9606.ENSP00000355518,2998,P07954
9606.ENSP00000355523,2999,P49802
9606.ENSP00000355537,3000,P35609
9606.ENSP00000355566,3001,Q15388
9606.ENSP00000355601,3002,Q9GZT9
9606.ENSP00000355623,3003,Q9H425
9606.ENSP00000355627,3004,P01019
9606.ENSP00000355632,3005,Q10471
9606.ENSP00000355651,3006,P20338
9606.ENSP00000355656,3007,Q7L7L0
9606.ENSP00000355689,3008,Q16774
9606.ENSP00000355718,3009,O00548
9606.ENSP00000355731,3010,Q5VT25
9606.ENSP00000355751,3011,P35442
9606.ENSP00000355759,3012,P09874
9606.ENSP00000355785,3013,O00292
9606.ENSP00000355797,3014,B9ZVM9
9606.ENSP00000355809,3015,Q8N8S7
9606.ENSP00000355812,3016,O95684
9606.ENSP00000355827,3017,Q9NVF7
9606.ENSP00000355865,3018,O60260
9606.ENSP00000355866,3019,Q9Y6W6
9606.ENSP00000355895,3020,Q5VWZ2
9606.ENSP00000355896,3021,P61812
9606.ENSP00000355924,3022,Q9NRG4
9606.ENSP00000355944,3023,Q96IY1
9606.ENSP00000355955,3024,Q9UMX5
9606.ENSP00000355988,3025,O14896
9606.ENSP00000355995,3026,P28845
9606.ENSP00000355996,3027,P27469
9606.ENSP00000356015,3028,Q9BWD1
9606.ENSP00000356016,3029,P17927
9606.ENSP00000356024,3030,P20023
9606.ENSP00000356030,3031,P08174
9606.ENSP00000356037,3032,P04003
9606.ENSP00000356056,3033,P63172
9606.ENSP00000356065,3034,Q9NYY1
9606.ENSP00000356070,3035,P49137
9606.ENSP00000356134,3036,Q8WVM0
9606.ENSP00000356150,3037,O15151
9606.ENSP00000356162,3038,Q15726
9606.ENSP00000356169,3039,Q9NVF9
9606.ENSP00000356191,3040,Q9UBM4
9606.ENSP00000356198,3041,Q13231
9606.ENSP00000356202,3042,Q9UGC7
9606.ENSP00000356213,3043,P01282
9606.ENSP00000356218,3044,Q9UHQ9
9606.ENSP00000356230,3045,Q53G59
9606.ENSP00000356231,3046,P47224
9606.ENSP00000356237,3047,Q8N9I0
9606.ENSP00000356257,3048,P29536
9606.ENSP00000356308,3049,Q9BZM4
9606.ENSP00000356310,3050,Q5VY80
9606.ENSP00000356320,3051,Q9BZM5
9606.ENSP00000356329,3052,Q6H3X3
9606.ENSP00000356331,3053,O00482
9606.ENSP00000356355,3054,Q8TDX7
9606.ENSP00000356382,3055,P05160
9606.ENSP00000356385,3056,P36980
9606.ENSP00000356386,3057,Q92496
9606.ENSP00000356395,3058,Q02985
9606.ENSP00000356399,3059,P08603
9606.ENSP00000356404,3060,O43825
9606.ENSP00000356410,3061,Q9NS18
9606.ENSP00000356421,3062,Q9Y5K5
9606.ENSP00000356429,3063,Q08116
9606.ENSP00000356430,3064,Q9NS28
9606.ENSP00000356433,3065,Q9Y2C2
9606.ENSP00000356436,3066,P47712
9606.ENSP00000356438,3067,P35354
9606.ENSP00000356465,3068,Q13637
9606.ENSP00000356505,3069,P19878
9606.ENSP00000356520,3070,Q08211
9606.ENSP00000356529,3071,O15492
9606.ENSP00000356574,3072,O00391
9606.ENSP00000356602,3073,Q9NP79
9606.ENSP00000356634,3074,Q9BXP8
9606.ENSP00000356646,3075,Q92752
9606.ENSP00000356652,3076,Q9HB71
9606.ENSP00000356671,3077,P01008
9606.ENSP00000356694,3078,P48023
9606.ENSP00000356713,3079,P15260
9606.ENSP00000356729,3080,P31513
9606.ENSP00000356737,3081,Q5T7V8
9606.ENSP00000356771,3082,P12259
9606.ENSP00000356785,3083,Q9Y5B8
9606.ENSP00000356790,3084,P05026
9606.ENSP00000356791,3085,Q07507
9606.ENSP00000356792,3086,P47992
9606.ENSP00000356793,3087,Q9UBD3
9606.ENSP00000356807,3088,O75663
9606.ENSP00000356828,3089,Q6JBY9
9606.ENSP00000356832,3090,O00141
9606.ENSP00000356840,3091,P14859
9606.ENSP00000356848,3092,Q96BN2
9606.ENSP00000356853,3093,Q9BZX2
9606.ENSP00000356857,3094,O43680
9606.ENSP00000356899,3095,Q16832
9606.ENSP00000356906,3096,O14796
9606.ENSP00000356912,3097,Q5T0L3
9606.ENSP00000356918,3098,O15400
9606.ENSP00000356919,3099,P18850
9606.ENSP00000356936,3100,Q7L513
9606.ENSP00000356946,3101,P08637
9606.ENSP00000356954,3102,P29279
9606.ENSP00000356969,3103,P02652
9606.ENSP00000356975,3104,O75173
9606.ENSP00000356981,3105,Q9UK80
9606.ENSP00000356982,3106,Q9Y3C8
9606.ENSP00000356989,3107,Q9UHV9
9606.ENSP00000356991,3108,Q96NY8
9606.ENSP00000357000,3109,P22415
9606.ENSP00000357005,3110,Q9Y624
9606.ENSP00000357012,3111,Q9BZW8
9606.ENSP00000357022,3112,Q9NQ25
9606.ENSP00000357036,3113,Q96DU3
9606.ENSP00000357055,3114,Q15121
9606.ENSP00000357057,3115,P31415
9606.ENSP00000357065,3116,Q969P0
9606.ENSP00000357072,3117,Q96A28
9606.ENSP00000357076,3118,P37802
9606.ENSP00000357079,3119,Q9UL16
9606.ENSP00000357087,3120,Q9BVJ7
9606.ENSP00000357097,3121,P12319
9606.ENSP00000357106,3122,Q8N126
9606.ENSP00000357112,3123,O14862
9606.ENSP00000357113,3124,Q16666
9606.ENSP00000357123,3125,P41218
9606.ENSP00000357150,3126,P29016
9606.ENSP00000357156,3127,O43866
9606.ENSP00000357158,3128,Q96LA6
9606.ENSP00000357169,3129,Q96P31
9606.ENSP00000357178,3130,P14616
9606.ENSP00000357189,3131,P51858
9606.ENSP00000357218,3132,Q8NCW5
9606.ENSP00000357255,3133,P02818
9606.ENSP00000357256,3134,Q6P1K2
9606.ENSP00000357265,3135,Q9H3S1
9606.ENSP00000357288,3136,Q9Y2Q5
9606.ENSP00000357292,3137,Q9NRR5
9606.ENSP00000357297,3138,Q9NTX7
9606.ENSP00000357307,3139,Q9BT88
9606.ENSP00000357308,3140,Q5EE01
9606.ENSP00000357345,3141,P49760
9606.ENSP00000357362,3142,P49746
9606.ENSP00000357392,3143,P20827
9606.ENSP00000357393,3144,P52797
9606.ENSP00000357452,3145,Q15126
9606.ENSP00000357470,3146,P08887
9606.ENSP00000357494,3147,P08922
9606.ENSP00000357535,3148,P30084
9606.ENSP00000357552,3149,O15131
9606.ENSP00000357564,3150,P51153
9606.ENSP00000357583,3151,Q14642
9606.ENSP00000357625,3152,Q12983
9606.ENSP00000357633,3153,O76003
9606.ENSP00000357668,3154,O43184
9606.ENSP00000357674,3155,O95295
9606.ENSP00000357691,3156,Q9HCY8
9606.ENSP00000357695,3157,Q96FQ6
9606.ENSP00000357702,3158,P33764
9606.ENSP00000357704,3159,P26447
9606.ENSP00000357707,3160,P33763
9606.ENSP00000357709,3161,P06703
9606.ENSP00000357711,3162,P31151
9606.ENSP00000357718,3163,Q86SG5
9606.ENSP00000357721,3164,P05109
9606.ENSP00000357726,3165,P80511
9606.ENSP00000357727,3166,P06702
9606.ENSP00000357748,3167,Q9P287
9606.ENSP00000357787,3168,P10746
9606.ENSP00000357801,3169,P60903
9606.ENSP00000357804,3170,Q5T1C6
9606.ENSP00000357838,3171,P04181
9606.ENSP00000357842,3172,Q9NNX1
9606.ENSP00000357873,3173,P45954
9606.ENSP00000357876,3174,P55036
9606.ENSP00000357905,3175,Q9UGM3
9606.ENSP00000357909,3176,Q9H3T2
9606.ENSP00000357980,3177,Q92743
9606.ENSP00000357981,3178,P25774
9606.ENSP00000357986,3179,Q9HB21
9606.ENSP00000358022,3180,Q07820
9606.ENSP00000358045,3181,Q16610
9606.ENSP00000358059,3182,Q8WWV3
9606.ENSP00000358072,3183,Q9H1Y0
9606.ENSP00000358081,3184,O95817
9606.ENSP00000358089,3185,Q01085
9606.ENSP00000358092,3186,O75626
9606.ENSP00000358099,3187,O43665
9606.ENSP00000358142,3188,Q7L0J3
9606.ENSP00000358149,3189,Q9Y3E2
9606.ENSP00000358151,3190,Q16778
9606.ENSP00000358160,3191,P68431
9606.ENSP00000358165,3192,P12314
9606.ENSP00000358223,3193,P16233
9606.ENSP00000358238,3194,P48165
9606.ENSP00000358247,3195,Q9UKA2
9606.ENSP00000358262,3196,Q86WJ1
9606.ENSP00000358294,3197,O95971
9606.ENSP00000358309,3198,Q15375
9606.ENSP00000358327,3199,P55210
9606.ENSP00000358414,3200,P54868
9606.ENSP00000358460,3201,O15247
9606.ENSP00000358466,3202,Q96DA2
9606.ENSP00000358488,3203,P56278
9606.ENSP00000358490,3204,P06729
9606.ENSP00000358495,3205,O75054
9606.ENSP00000358496,3206,P56277
9606.ENSP00000358497,3207,O60942
9606.ENSP00000358501,3208,P19256
9606.ENSP00000358525,3209,P01138
9606.ENSP00000358548,3210,P01111
9606.ENSP00000358616,3211,O75940
9606.ENSP00000358635,3212,O60506
9606.ENSP00000358674,3213,P11441
9606.ENSP00000358695,3214,Q7L1T6
9606.ENSP00000358715,3215,Q9UPU3
9606.ENSP00000358719,3216,P48163
9606.ENSP00000358727,3217,P78417
9606.ENSP00000358737,3218,P24539
9606.ENSP00000358755,3219,Q9BZP6
9606.ENSP00000358786,3220,Q16322
9606.ENSP00000358795,3221,O76050
9606.ENSP00000358814,3222,O43865
9606.ENSP00000358851,3223,Q03013
9606.ENSP00000358865,3224,Q16352
9606.ENSP00000358866,3225,P21333
9606.ENSP00000358867,3226,P08754
9606.ENSP00000358918,3227,Q9UMX1
9606.ENSP00000358939,3228,P49591
9606.ENSP00000358994,3229,Q9UM54
9606.ENSP00000359013,3230,O95407
9606.ENSP00000359019,3231,O75364
9606.ENSP00000359049,3232,Q5T8I9
9606.ENSP00000359073,3233,Q9UKW4
9606.ENSP00000359077,3234,P32004
9606.ENSP00000359085,3235,Q9Y2I2
9606.ENSP00000359096,3236,P04745
9606.ENSP00000359100,3237,P04745
9606.ENSP00000359127,3238,Q9H2P9
9606.ENSP00000359131,3239,Q9UBQ6
9606.ENSP00000359151,3240,P11182
9606.ENSP00000359170,3241,Q9BVM2
9606.ENSP00000359258,3242,P48507
9606.ENSP00000359295,3243,Q01658
9606.ENSP00000359297,3244,Q15738
9606.ENSP00000359300,3245,P41208
9606.ENSP00000359310,3246,Q6PB30
9606.ENSP00000359345,3247,P46777
9606.ENSP00000359398,3248,Q6QNY1
9606.ENSP00000359446,3249,P15169
9606.ENSP00000359484,3250,Q8IYB5
9606.ENSP00000359488,3251,Q96PP8
9606.ENSP00000359497,3252,P32456
9606.ENSP00000359504,3253,P32455
9606.ENSP00000359505,3254,Q5VUM1
9606.ENSP00000359506,3255,Q06787
9606.ENSP00000359507,3256,Q9NTM9
9606.ENSP00000359531,3257,Q00403
9606.ENSP00000359539,3258,P17174
9606.ENSP00000359540,3259,O75629
9606.ENSP00000359549,3260,Q9NS26
9606.ENSP00000359550,3261,Q9NS26
9606.ENSP00000359552,3262,Q16513
9606.ENSP00000359575,3263,P61968
9606.ENSP00000359581,3264,Q7LGA3
9606.ENSP00000359596,3265,Q9UQC9
9606.ENSP00000359629,3266,Q9NQ79
9606.ENSP00000359630,3267,O60242
9606.ENSP00000359655,3268,Q5T1H1
9606.ENSP00000359663,3269,P29965
9606.ENSP00000359680,3270,Q86XE5
9606.ENSP00000359691,3271,Q5TDP6
9606.ENSP00000359727,3272,O95816
9606.ENSP00000359795,3273,Q8TF65
9606.ENSP00000359799,3274,Q9UDY4
9606.ENSP00000359802,3275,P51815
9606.ENSP00000359804,3276,Q96AE4
9606.ENSP00000359864,3277,O75487
9606.ENSP00000359866,3278,P22003
9606.ENSP00000359871,3279,P11310
9606.ENSP00000359904,3280,Q6IPR3
9606.ENSP00000359910,3281,O14818
9606.ENSP00000359939,3282,Q9Y3B2
9606.ENSP00000359976,3283,P32929
9606.ENSP00000359978,3284,Q9XRX5
9606.ENSP00000359991,3285,P18669
9606.ENSP00000360002,3286,O15217
9606.ENSP00000360021,3287,Q9UBI6
9606.ENSP00000360120,3288,Q01973
9606.ENSP00000360124,3289,P36871
9606.ENSP00000360141,3290,O95467
9606.ENSP00000360154,3291,Q01968
9606.ENSP00000360170,3292,Q9Y5C1
9606.ENSP00000360181,3293,O60880
9606.ENSP00000360190,3294,Q30KQ9
9606.ENSP00000360214,3295,Q96PE5
9606.ENSP00000360215,3296,Q9H171
9606.ENSP00000360231,3297,Q12857
9606.ENSP00000360250,3298,P49961
9606.ENSP00000360266,3299,P05412
9606.ENSP00000360269,3300,P09758
9606.ENSP00000360299,3301,Q5T601
9606.ENSP00000360305,3302,O00151
9606.ENSP00000360365,3303,Q9ULC4
9606.ENSP00000360372,3304,P33261
9606.ENSP00000360425,3305,Q14206
9606.ENSP00000360473,3306,Q9NQP4
9606.ENSP00000360500,3307,Q96MA1
9606.ENSP00000360522,3308,P02753
9606.ENSP00000360525,3309,P61326
9606.ENSP00000360569,3310,P22307
9606.ENSP00000360593,3311,Q96BR5
9606.ENSP00000360609,3312,P08238
9606.ENSP00000360613,3313,P49459
9606.ENSP00000360635,3314,Q9UHL4
9606.ENSP00000360645,3315,Q9UKM7
9606.ENSP00000360660,3316,Q9NQX5
9606.ENSP00000360676,3317,Q96EK9
9606.ENSP00000360683,3318,P18031
9606.ENSP00000360687,3319,P41222
9606.ENSP00000360688,3320,O95881
9606.ENSP00000360697,3321,P07360
9606.ENSP00000360718,3322,P20337
9606.ENSP00000360730,3323,P78552
9606.ENSP00000360762,3324,Q15327
9606.ENSP00000360776,3325,O43286
9606.ENSP00000360777,3326,Q9NRR6
9606.ENSP00000360782,3327,Q10713
9606.ENSP00000360797,3328,Q9H257
9606.ENSP00000360821,3329,Q9BSL1
9606.ENSP00000360858,3330,Q99784
9606.ENSP00000360871,3331,O00602
9606.ENSP00000360876,3332,O14879
9606.ENSP00000360882,3333,P20908
9606.ENSP00000360922,3334,O95793
9606.ENSP00000360939,3335,P30085
9606.ENSP00000360992,3336,Q96FJ0
9606.ENSP00000360997,3337,Q76LX8
9606.ENSP00000361021,3338,P60484
9606.ENSP00000361027,3339,Q4VCS5
9606.ENSP00000361042,3340,Q15526
9606.ENSP00000361060,3341,Q8WZA1
9606.ENSP00000361064,3342,Q9UNW1
9606.ENSP00000361084,3343,Q6P1L8
9606.ENSP00000361087,3344,O76070
9606.ENSP00000361097,3345,Q9H8L6
9606.ENSP00000361107,3346,P36894
9606.ENSP00000361140,3347,P14550
9606.ENSP00000361173,3348,Q9UJ90
9606.ENSP00000361214,3349,P56975
9606.ENSP00000361264,3350,Q13905
9606.ENSP00000361285,3351,Q9HA47
9606.ENSP00000361287,3352,Q00266
9606.ENSP00000361306,3353,Q8WYN0
9606.ENSP00000361310,3354,Q9Y253
9606.ENSP00000361366,3355,P35247
9606.ENSP00000361405,3356,P14780
9606.ENSP00000361423,3357,P00519
9606.ENSP00000361458,3358,Q99576
9606.ENSP00000361512,3359,P60891
9606.ENSP00000361548,3360,P40238
9606.ENSP00000361554,3361,P35590
9606.ENSP00000361557,3362,Q96IZ5
9606.ENSP00000361562,3363,P10619
9606.ENSP00000361595,3364,Q96PL5
9606.ENSP00000361599,3365,Q8N300
9606.ENSP00000361603,3366,Q9BV19
9606.ENSP00000361626,3367,P67809
9606.ENSP00000361634,3368,Q9NR46
9606.ENSP00000361642,3369,Q9HAB8
9606.ENSP00000361662,3370,Q16661
9606.ENSP00000361663,3371,Q9NP60
9606.ENSP00000361668,3372,P20800
9606.ENSP00000361708,3373,Q15170
9606.ENSP00000361711,3374,Q969E4
9606.ENSP00000361712,3375,Q96EI5
9606.ENSP00000361731,3376,Q9NVG8
9606.ENSP00000361735,3377,Q8IUA0
9606.ENSP00000361755,3378,Q9BQY6
9606.ENSP00000361777,3379,Q01105
9606.ENSP00000361850,3380,P00749
9606.ENSP00000361866,3381,Q9H3H9
9606.ENSP00000361867,3382,P04279
9606.ENSP00000361875,3383,Q8TCV5
9606.ENSP00000361883,3384,Q01518
9606.ENSP00000361892,3385,Q13043
9606.ENSP00000361894,3386,Q14749
9606.ENSP00000361915,3387,P34820
9606.ENSP00000361918,3388,Q9UNP9
9606.ENSP00000361926,3389,Q9BT09
9606.ENSP00000361930,3390,P31946
9606.ENSP00000361932,3391,Q495W5
9606.ENSP00000361949,3392,Q13310
9606.ENSP00000361965,3393,P00813
9606.ENSP00000361967,3394,Q15814
9606.ENSP00000361993,3395,O60220
9606.ENSP00000362010,3396,P20073
9606.ENSP00000362014,3397,Q05193
9606.ENSP00000362068,3398,Q7Z7C8
9606.ENSP00000362080,3399,Q96C24
9606.ENSP00000362092,3400,Q9HB90
9606.ENSP00000362108,3401,P80188
9606.ENSP00000362115,3402,P32019
9606.ENSP00000362122,3403,Q9H2S6
9606.ENSP00000362123,3404,Q9BX93
9606.ENSP00000362139,3405,Q5JZY3
9606.ENSP00000362151,3406,Q8IVH2
9606.ENSP00000362170,3407,Q69YI7
9606.ENSP00000362179,3408,Q5D1E8
9606.ENSP00000362181,3409,O95944
9606.ENSP00000362195,3410,Q99062
9606.ENSP00000362205,3411,Q9NZC2
9606.ENSP00000362207,3412,Q7LGC8
9606.ENSP00000362235,3413,Q969X2
9606.ENSP00000362273,3414,Q9NX46
9606.ENSP00000362287,3415,Q9H9G7
9606.ENSP00000362299,3416,P17813
9606.ENSP00000362300,3417,Q9UL18
9606.ENSP00000362308,3418,O75368
9606.ENSP00000362314,3419,Q13542
9606.ENSP00000362329,3420,Q15181
9606.ENSP00000362334,3421,P49721
9606.ENSP00000362339,3422,Q9NR31
9606.ENSP00000362353,3423,P43220
9606.ENSP00000362393,3424,Q9Y458
9606.ENSP00000362413,3425,P00558
9606.ENSP00000362463,3426,Q04760
9606.ENSP00000362481,3427,Q96BW1
9606.ENSP00000362532,3428,Q9NQG5
9606.ENSP00000362549,3429,Q9HAW9
9606.ENSP00000362550,3430,Q8N1G2
9606.ENSP00000362576,3431,P54577
9606.ENSP00000362578,3432,O76064
9606.ENSP00000362592,3433,Q09028
9606.ENSP00000362608,3434,P11309
9606.ENSP00000362638,3435,P49006
9606.ENSP00000362639,3436,Q7Z6M1
9606.ENSP00000362643,3437,P46020
9606.ENSP00000362674,3438,Q9BY41
9606.ENSP00000362680,3439,P12931
9606.ENSP00000362711,3440,P40222
9606.ENSP00000362716,3441,P01286
9606.ENSP00000362728,3442,O60684
9606.ENSP00000362744,3443,P62701
9606.ENSP00000362759,3444,O60241
9606.ENSP00000362768,3445,P28749
9606.ENSP00000362803,3446,Q9Y3C6
