CEBPE,LTF
CEBPE,CENPV
CEBPE,RXRA
CEBPE,MPO
CEBPE,GZMH
CEBPE,ELANE
NIPAL4,TGM1
EVPL,TGM1
CDSN,TGM1
DSG1,TGM1
CASP14,TGM1
RAB27A,UNC13D
RAB27B,UNC13D
S100A10,UNC13D
SH2D1A,UNC13D
SORD,XYLB
RPE,XYLB
TKT,XYLB
TALDO1,XYLB
OXSR1,XYLB
HPD,XYLB
ADD2,XYLB
PDHB,XYLB
ADH1A,ADH1B
ADH1A,ADH1C
ADH1A,ALDH2
ADH1A,ALDH1A1
ADH1A,COMT
ADH1A,ESD
ADH1A,ALDH1B1
ADH1A,ALDH1A3
ADH1A,ALDH3A1
ADH1A,HPGDS
ADH1A,GSTP1
ADH1A,ALDH7A1
ADH1A,ALDH1A2
ADH1A,ALDH3B1
ADH1A,GSTM1
ADH1A,GSTA1
ADH1A,GSTA2
ADH1A,UGT1A6
ADH1A,GSTA3
ADH1A,GSTT2B
CBX5,H3C1
CBX5,TRIM28
CBX3,CBX5
CBX5,NSL1
CBX5,EHMT2
CBX1,CBX5
CBX5,RBBP4
CBX5,PMF1
CBX5,KMT5C
CBX5,SENP7
AURKB,CBX5
DHPS,EIF5A
DHPS,DOHH
DHPS,EIF5A2
DHPS,MAPK3
DHFR,DHPS
DHPS,ODC1
DHPS,SRM
ADRM1,PSMD5
PSMD5,PSMD6
PSMD4,PSMD5
PSMC3,PSMD5
PSMC5,PSMD5
PSMD5,PSMD7
PSMD5,RPS27A
PSMD11,PSMD5
PSMD5,PSMD9
PSMD5,UCHL5
PSMD10,PSMD5
PSMB4,PSMD5
PSMD5,USP14
PSMB5,PSMD5
PSMB1,PSMD5
PSMA1,PSMD5
PSMA7,PSMD5
PSMA2,PSMD5
PSMB2,PSMD5
LONP1,PSMD5
GNE,NANS
NANP,NANS
NANS,NPL
PLXNB2,SEMA4G
PLXNB3,SEMA4G
GSTA1,GSTA3
GSTA2,GSTA3
GSR,GSTA3
GSTA3,PRDX6
CYP3A4,GSTA3
GSS,GSTA3
GSTA3,TXNDC12
GSTA3,GSTO1
GSTA3,NFE2L2
GSTA3,GSTT2B
GSTA3,GSTM5
GPX7,GSTA3
GPX3,GSTA3
GPX2,GSTA3
GPX5,GSTA3
GSTA3,HPGDS
GSTA3,GSTA4
ADH6,GSTA3
GSTA3,GSTM1
GSTA3,GSTM3
MAPK13,MAPKAPK3
MAPK13,MAPKAPK2
MAP2K6,MAPK13
MAP2K3,MAPK13
JUN,MAPK13
MAP2K1,MAPK13
MAP2K2,MAPK13
CDC42,MAPK13
MAPK13,MAPKAPK5
MAPK13,TP53
MAPK13,MAPK3
MAPK13,MAPK9
MAPK13,PTPRR
AKT1,MAPK13
MAPK13,PTPN7
CEBPB,MAPK13
AKT2,MAPK13
MAP2K4,MAPK13
DUSP3,MAPK13
CDC25B,MAPK13
CTNNA1,VCL
ACTN4,VCL
VCL,ZYX
VASP,VCL
TLN2,VCL
ACTN1,VCL
SORBS3,VCL
PTK2,VCL
FLNA,VCL
CTNNB1,VCL
SRC,VCL
CDH1,VCL
ILK,VCL
FN1,VCL
VCL,WASL
EZR,VCL
PFN4,VCL
PFN1,VCL
CDH5,VCL
FOXO3,SIRT1
PPARGC1A,SIRT1
FOXO1,SIRT1
SIRT1,TP53
PPARG,SIRT1
NAMPT,SIRT1
ATG5,SIRT1
ATG7,SIRT1
GABARAPL1,SIRT1
NMNAT1,SIRT1
NFKB1,SIRT1
KAT2B,SIRT1
SIRT1,SIRT2
