UniProt,ENSP,source
A0AVT1,9606.ENSP00000313454,Ensembl_HGNC_uniprot_ids
A0AVT1,9606.ENSP00000313454,Ensembl_UniProt
A0AVT1,9606.ENSP00000313454,UniProt_AC
A0PJX2,9606.ENSP00000217320,Ensembl_HGNC_uniprot_ids
A0PJX2,9606.ENSP00000217320,Ensembl_UniProt
A0PJX2,9606.ENSP00000217320,UniProt_AC
A1A4F0,9606.ENSP00000413228,Ensembl_HGNC_uniprot_ids
A1A4F0,9606.ENSP00000413228,Ensembl_UniProt
A1A4F0,9606.ENSP00000413228,UniProt_AC
A1KZ92,9606.ENSP00000348645,Ensembl_HGNC_uniprot_ids
A1KZ92,9606.ENSP00000348645,Ensembl_UniProt
A1KZ92,9606.ENSP00000348645,UniProt_AC
A1L168,9606.ENSP00000383474,Ensembl_HGNC_uniprot_ids
A1L168,9606.ENSP00000383474,Ensembl_UniProt
A1L168,9606.ENSP00000383474,UniProt_AC
A1L170,9606.ENSP00000413150,Ensembl_HGNC_uniprot_ids
A1L170,9606.ENSP00000413150,Ensembl_UniProt
A1L170,9606.ENSP00000413150,UniProt_AC
A1L188,9606.ENSP00000400184,Ensembl_HGNC_uniprot_ids
A1L188,9606.ENSP00000400184,Ensembl_UniProt
A1L188,9606.ENSP00000400184,UniProt_AC
A1L4L8,9606.ENSP00000309087,Ensembl_HGNC_uniprot_ids
A1L4L8,9606.ENSP00000309087,Ensembl_UniProt
A1L4L8,9606.ENSP00000309087,UniProt_AC
A1X283,9606.ENSP00000309714,Ensembl_HGNC_uniprot_ids
A1X283,9606.ENSP00000309714,Ensembl_UniProt
A1X283,9606.ENSP00000309714,UniProt_AC
A1XBS5,9606.ENSP00000429367,Ensembl_UniProt
A1XBS5,9606.ENSP00000429367,UniProt_AC
A1Z1Q3,9606.ENSP00000217246,Ensembl_HGNC_uniprot_ids
A1Z1Q3,9606.ENSP00000217246,Ensembl_UniProt
A1Z1Q3,9606.ENSP00000217246,UniProt_AC
A2CJ06,9606.ENSP00000396593,Ensembl_HGNC_uniprot_ids
A2CJ06,9606.ENSP00000396593,Ensembl_UniProt
A2CJ06,9606.ENSP00000396593,UniProt_AC
A2RU49,9606.ENSP00000373640,Ensembl_HGNC_uniprot_ids
A2RU49,9606.ENSP00000373640,Ensembl_UniProt
A2RU49,9606.ENSP00000373640,UniProt_AC
A2RU54,9606.ENSP00000341108,Ensembl_HGNC_uniprot_ids
A2RU54,9606.ENSP00000341108,Ensembl_UniProt
A2RU54,9606.ENSP00000341108,UniProt_AC
A2RU67,9606.ENSP00000197268,Ensembl_HGNC_uniprot_ids
A2RU67,9606.ENSP00000197268,Ensembl_UniProt
A2RU67,9606.ENSP00000197268,UniProt_AC
A2RUC4,9606.ENSP00000346627,Ensembl_HGNC_uniprot_ids
A2RUC4,9606.ENSP00000346627,Ensembl_UniProt
A2RUC4,9606.ENSP00000346627,UniProt_AC
A2RUU4,9606.ENSP00000362968,Ensembl_HGNC_uniprot_ids
A2RUU4,9606.ENSP00000362968,Ensembl_UniProt
A2RUU4,9606.ENSP00000362968,UniProt_AC
A4D126,9606.ENSP00000385478,Ensembl_HGNC_uniprot_ids
A4D126,9606.ENSP00000385478,Ensembl_UniProt
A4D126,9606.ENSP00000385478,UniProt_AC
A4D161,9606.ENSP00000342576,Ensembl_HGNC_uniprot_ids
A4D161,9606.ENSP00000342576,Ensembl_UniProt
A4D161,9606.ENSP00000342576,UniProt_AC
A4D1E9,9606.ENSP00000222511,Ensembl_HGNC_uniprot_ids
A4D1E9,9606.ENSP00000222511,Ensembl_UniProt
A4D1E9,9606.ENSP00000222511,UniProt_AC
A4D1S0,9606.ENSP00000339356,Ensembl_HGNC_uniprot_ids
A4D1S0,9606.ENSP00000339356,Ensembl_UniProt
A4D1S0,9606.ENSP00000339356,UniProt_AC
A4D1T9,9606.ENSP00000297767,Ensembl_HGNC_uniprot_ids
A4D1T9,9606.ENSP00000297767,Ensembl_UniProt
A4D1T9,9606.ENSP00000297767,UniProt_AC
A5PKW4,9606.ENSP00000384830,Ensembl_HGNC_uniprot_ids
A5PKW4,9606.ENSP00000384830,Ensembl_UniProt
A5PKW4,9606.ENSP00000384830,UniProt_AC
A5PLN9,9606.ENSP00000409231,Ensembl_HGNC_uniprot_ids
A5PLN9,9606.ENSP00000409231,Ensembl_UniProt
A5PLN9,9606.ENSP00000409231,UniProt_AC
A5YKK6,9606.ENSP00000320949,Ensembl_HGNC_uniprot_ids
A5YKK6,9606.ENSP00000320949,Ensembl_UniProt
A5YKK6,9606.ENSP00000320949,UniProt_AC
A6H8Y1,9606.ENSP00000351575,Ensembl_HGNC_uniprot_ids
A6H8Y1,9606.ENSP00000351575,Ensembl_UniProt
A6H8Y1,9606.ENSP00000351575,UniProt_AC
A6H8Z2,9606.ENSP00000415299,Ensembl_HGNC_uniprot_ids
A6H8Z2,9606.ENSP00000415299,Ensembl_UniProt
A6H8Z2,9606.ENSP00000415299,UniProt_AC
A6NC05,9606.ENSP00000454153,Ensembl_HGNC_uniprot_ids
A6NC05,9606.ENSP00000454153,Ensembl_UniProt
A6NC05,9606.ENSP00000454153,UniProt_AC
A6NCE7,9606.ENSP00000450524,Ensembl_HGNC_uniprot_ids
A6NCE7,9606.ENSP00000450524,Ensembl_UniProt
A6NCE7,9606.ENSP00000450524,UniProt_AC
A6NDA9,9606.ENSP00000438264,Ensembl_HGNC_uniprot_ids
A6NDA9,9606.ENSP00000438264,Ensembl_UniProt
A6NDA9,9606.ENSP00000438264,UniProt_AC
A6NDG6,9606.ENSP00000330918,Ensembl_HGNC_uniprot_ids
A6NDG6,9606.ENSP00000330918,Ensembl_UniProt
A6NDG6,9606.ENSP00000330918,UniProt_AC
A6NDV4,9606.ENSP00000367230,Ensembl_HGNC_uniprot_ids
A6NDV4,9606.ENSP00000367230,Ensembl_UniProt
A6NDV4,9606.ENSP00000367230,UniProt_AC
A6NEK1,9606.ENSP00000371200,Ensembl_HGNC_uniprot_ids
A6NEK1,9606.ENSP00000371200,Ensembl_UniProt
A6NEK1,9606.ENSP00000371200,UniProt_AC
A6NFE2,9606.ENSP00000387617,Ensembl_HGNC_uniprot_ids
A6NFE2,9606.ENSP00000387617,Ensembl_UniProt
A6NFE2,9606.ENSP00000387617,UniProt_AC
A6NFH5,9606.ENSP00000353650,Ensembl_HGNC_uniprot_ids
A6NFH5,9606.ENSP00000353650,Ensembl_UniProt
A6NFH5,9606.ENSP00000353650,UniProt_AC
A6NFY7,9606.ENSP00000368165,Ensembl_HGNC_uniprot_ids
A6NFY7,9606.ENSP00000368165,Ensembl_UniProt
A6NFY7,9606.ENSP00000368165,UniProt_AC
A6NGB7,9606.ENSP00000342162,Ensembl_HGNC_uniprot_ids
A6NGB7,9606.ENSP00000342162,Ensembl_UniProt
A6NGB7,9606.ENSP00000342162,UniProt_AC
A6NGN9,9606.ENSP00000270642,Ensembl_HGNC_uniprot_ids
A6NGN9,9606.ENSP00000270642,Ensembl_UniProt
A6NGN9,9606.ENSP00000270642,UniProt_AC
A6NGZ8,9606.ENSP00000358542,Ensembl_HGNC_uniprot_ids
A6NGZ8,9606.ENSP00000358542,Ensembl_UniProt
A6NGZ8,9606.ENSP00000358542,UniProt_AC
A6NH11,9606.ENSP00000328070,Ensembl_HGNC_uniprot_ids
A6NH11,9606.ENSP00000328070,Ensembl_UniProt
A6NH11,9606.ENSP00000328070,UniProt_AC
A6NHS7,9606.ENSP00000370673,Ensembl_HGNC_uniprot_ids
A6NHS7,9606.ENSP00000370673,Ensembl_UniProt
A6NHS7,9606.ENSP00000370673,UniProt_AC
A6NHT5,9606.ENSP00000350549,Ensembl_HGNC_uniprot_ids
A6NHT5,9606.ENSP00000350549,Ensembl_UniProt
A6NHT5,9606.ENSP00000350549,UniProt_AC
A6NI47,9606.ENSP00000448062,Ensembl_HGNC_uniprot_ids
A6NI47,9606.ENSP00000448062,Ensembl_UniProt
A6NI47,9606.ENSP00000448062,UniProt_AC
A6NI73,9606.ENSP00000404236,Ensembl_HGNC_uniprot_ids
A6NI73,9606.ENSP00000404236,Ensembl_UniProt
A6NI73,9606.ENSP00000404236,UniProt_AC
A6NI79,9606.ENSP00000347586,Ensembl_HGNC_uniprot_ids
A6NI79,9606.ENSP00000347586,Ensembl_UniProt
A6NI79,9606.ENSP00000347586,UniProt_AC
A6NIH7,9606.ENSP00000344942,Ensembl_HGNC_uniprot_ids
A6NIH7,9606.ENSP00000344942,Ensembl_UniProt
A6NIH7,9606.ENSP00000344942,UniProt_AC
A6NKF2,9606.ENSP00000368189,Ensembl_HGNC_uniprot_ids
A6NKF2,9606.ENSP00000368189,Ensembl_UniProt
A6NKF2,9606.ENSP00000368189,UniProt_AC
A6NKN8,9606.ENSP00000426296,Ensembl_HGNC_uniprot_ids
A6NKN8,9606.ENSP00000426296,Ensembl_UniProt
A6NKN8,9606.ENSP00000426296,UniProt_AC
A6NLP5,9606.ENSP00000307640,Ensembl_HGNC_uniprot_ids
A6NLP5,9606.ENSP00000307640,Ensembl_UniProt
A6NLP5,9606.ENSP00000307640,UniProt_AC
A6NM11,9606.ENSP00000459551,Ensembl_HGNC_uniprot_ids
A6NM11,9606.ENSP00000459551,Ensembl_UniProt
A6NM11,9606.ENSP00000459551,UniProt_AC
A6NMZ2,9606.ENSP00000341442,Ensembl_HGNC_uniprot_ids
A6NMZ2,9606.ENSP00000341442,Ensembl_UniProt
A6NMZ2,9606.ENSP00000341442,UniProt_AC
A6NNA5,9606.ENSP00000363254,Ensembl_HGNC_uniprot_ids
A6NNA5,9606.ENSP00000363254,Ensembl_UniProt
A6NNA5,9606.ENSP00000363254,UniProt_AC
A6XGL0,9606.ENSP00000426964,Ensembl_HGNC_uniprot_ids
A6XGL0,9606.ENSP00000426964,Ensembl_UniProt
A6XGL0,9606.ENSP00000426964,UniProt_AC
A8K2U0,9606.ENSP00000299698,Ensembl_HGNC_uniprot_ids
A8K2U0,9606.ENSP00000299698,Ensembl_UniProt
A8K2U0,9606.ENSP00000299698,UniProt_AC
A8K4G0,9606.ENSP00000376397,Ensembl_HGNC_uniprot_ids
A8K4G0,9606.ENSP00000376397,Ensembl_UniProt
A8K4G0,9606.ENSP00000376397,UniProt_AC
A8K7I4,9606.ENSP00000234701,Ensembl_HGNC_uniprot_ids
A8K7I4,9606.ENSP00000234701,Ensembl_UniProt
A8K7I4,9606.ENSP00000234701,UniProt_AC
A8MQ03,9606.ENSP00000386453,Ensembl_HGNC_uniprot_ids
A8MQ03,9606.ENSP00000386453,Ensembl_UniProt
A8MQ03,9606.ENSP00000386453,UniProt_AC
A8MT33,9606.ENSP00000367911,Ensembl_HGNC_uniprot_ids
A8MT33,9606.ENSP00000367911,Ensembl_UniProt
A8MT33,9606.ENSP00000367911,UniProt_AC
A8MVW0,9606.ENSP00000293443,Ensembl_HGNC_uniprot_ids
A8MVW0,9606.ENSP00000293443,Ensembl_UniProt
A8MVW0,9606.ENSP00000293443,UniProt_AC
A8MVW5,9606.ENSP00000390204,Ensembl_HGNC_uniprot_ids
A8MVW5,9606.ENSP00000390204,Ensembl_UniProt
A8MVW5,9606.ENSP00000390204,UniProt_AC
A8MWY0,9606.ENSP00000413445,Ensembl_UniProt
A8MWY0,9606.ENSP00000413445,UniProt_AC
A8TX70,9606.ENSP00000265379,Ensembl_HGNC_uniprot_ids
A8TX70,9606.ENSP00000265379,Ensembl_UniProt
A8TX70,9606.ENSP00000265379,UniProt_AC
B0FP48,9606.ENSP00000342938,Ensembl_HGNC_uniprot_ids
B0FP48,9606.ENSP00000342938,Ensembl_UniProt
B0FP48,9606.ENSP00000342938,UniProt_AC
B1AK53,9606.ENSP00000496593,Ensembl_HGNC_uniprot_ids
B1AK53,9606.ENSP00000496593,Ensembl_UniProt
B1AK53,9606.ENSP00000496593,UniProt_AC
B1AKI9,9606.ENSP00000262487,Ensembl_HGNC_uniprot_ids
B1AKI9,9606.ENSP00000262487,Ensembl_UniProt
B1AKI9,9606.ENSP00000262487,UniProt_AC
B2RUY7,9606.ENSP00000308976,Ensembl_HGNC_uniprot_ids
B2RUY7,9606.ENSP00000308976,Ensembl_UniProt
B2RUY7,9606.ENSP00000308976,UniProt_AC
B6SEH8,9606.ENSP00000473153,Ensembl_HGNC_uniprot_ids
B6SEH8,9606.ENSP00000473153,Ensembl_UniProt
B6SEH8,9606.ENSP00000473153,UniProt_AC
B7ZBB8,9606.ENSP00000393832,Ensembl_HGNC_uniprot_ids
B7ZBB8,9606.ENSP00000393832,Ensembl_UniProt
B7ZBB8,9606.ENSP00000393832,UniProt_AC
B9ZVM9,9606.ENSP00000355797,Ensembl_HGNC_uniprot_ids
B9ZVM9,9606.ENSP00000355797,Ensembl_UniProt
B9ZVM9,9606.ENSP00000355797,UniProt_AC
C9JTQ0,9606.ENSP00000399547,Ensembl_HGNC_uniprot_ids
C9JTQ0,9606.ENSP00000399547,Ensembl_UniProt
C9JTQ0,9606.ENSP00000399547,UniProt_AC
C9JXX5,9606.ENSP00000401498,Ensembl_HGNC_uniprot_ids
C9JXX5,9606.ENSP00000401498,Ensembl_UniProt
C9JXX5,9606.ENSP00000401498,UniProt_AC
E0CX11,9606.ENSP00000425996,Ensembl_HGNC_uniprot_ids
E0CX11,9606.ENSP00000425996,Ensembl_UniProt
E0CX11,9606.ENSP00000425996,UniProt_AC
F5H284,9606.ENSP00000439444,Ensembl_HGNC_uniprot_ids
F5H284,9606.ENSP00000439444,Ensembl_UniProt
F5H284,9606.ENSP00000439444,UniProt_AC
H3BQW9,9606.ENSP00000455971,Ensembl_HGNC_uniprot_ids
H3BQW9,9606.ENSP00000455971,Ensembl_UniProt
H3BQW9,9606.ENSP00000455971,UniProt_AC
I3L1E1,9606.ENSP00000458772,Ensembl_HGNC_uniprot_ids
I3L1E1,9606.ENSP00000458772,Ensembl_UniProt
I3L1E1,9606.ENSP00000458772,UniProt_AC
O00141,9606.ENSP00000356832,Ensembl_HGNC_uniprot_ids
O00141,9606.ENSP00000356832,Ensembl_UniProt
O00141,9606.ENSP00000356832,UniProt_AC
O00142,9606.ENSP00000299697,Ensembl_HGNC_uniprot_ids
O00142,9606.ENSP00000299697,Ensembl_UniProt
O00142,9606.ENSP00000299697,UniProt_AC
O00144,9606.ENSP00000345785,Ensembl_HGNC_uniprot_ids
O00144,9606.ENSP00000345785,Ensembl_UniProt
O00144,9606.ENSP00000345785,UniProt_AC
O00151,9606.ENSP00000360305,Ensembl_HGNC_uniprot_ids
O00151,9606.ENSP00000360305,Ensembl_UniProt
O00151,9606.ENSP00000360305,UniProt_AC
O00161,9606.ENSP00000249647,Ensembl_HGNC_uniprot_ids
O00161,9606.ENSP00000249647,Ensembl_UniProt
O00161,9606.ENSP00000249647,UniProt_AC
O00165,9606.ENSP00000329002,Ensembl_HGNC_uniprot_ids
O00165,9606.ENSP00000329002,Ensembl_UniProt
O00165,9606.ENSP00000329002,UniProt_AC
O00167,9606.ENSP00000333640,Ensembl_HGNC_uniprot_ids
O00167,9606.ENSP00000333640,Ensembl_UniProt
O00167,9606.ENSP00000333640,UniProt_AC
O00170,9606.ENSP00000279146,Ensembl_HGNC_uniprot_ids
O00170,9606.ENSP00000279146,Ensembl_UniProt
O00170,9606.ENSP00000279146,UniProt_AC
O00175,9606.ENSP00000400533,Ensembl_HGNC_uniprot_ids
O00175,9606.ENSP00000400533,Ensembl_UniProt
O00175,9606.ENSP00000400533,UniProt_AC
O00182,9606.ENSP00000378856,Ensembl_HGNC_uniprot_ids
O00182,9606.ENSP00000378856,Ensembl_UniProt
O00182,9606.ENSP00000378856,UniProt_AC
O00189,9606.ENSP00000403663,Ensembl_HGNC_uniprot_ids
O00189,9606.ENSP00000403663,Ensembl_UniProt
O00189,9606.ENSP00000403663,UniProt_AC
O00194,9606.ENSP00000262094,Ensembl_HGNC_uniprot_ids
O00194,9606.ENSP00000262094,Ensembl_UniProt
O00194,9606.ENSP00000262094,UniProt_AC
O00198,9606.ENSP00000257572,Ensembl_HGNC_uniprot_ids
O00198,9606.ENSP00000257572,Ensembl_UniProt
O00198,9606.ENSP00000257572,UniProt_AC
O00204,9606.ENSP00000201586,Ensembl_HGNC_uniprot_ids
O00204,9606.ENSP00000201586,Ensembl_UniProt
O00204,9606.ENSP00000201586,UniProt_AC
O00206,9606.ENSP00000363089,Ensembl_HGNC_uniprot_ids
O00206,9606.ENSP00000363089,Ensembl_UniProt
O00206,9606.ENSP00000363089,UniProt_AC
O00212,9606.ENSP00000308576,Ensembl_HGNC_uniprot_ids
O00212,9606.ENSP00000308576,Ensembl_UniProt
O00212,9606.ENSP00000308576,UniProt_AC
O00213,9606.ENSP00000477213,Ensembl_HGNC_uniprot_ids
O00213,9606.ENSP00000477213,Ensembl_UniProt
O00213,9606.ENSP00000477213,UniProt_AC
O00214,9606.ENSP00000435460,Ensembl_HGNC_uniprot_ids
O00214,9606.ENSP00000435460,Ensembl_UniProt
O00214,9606.ENSP00000435460,UniProt_AC
O00220,9606.ENSP00000221132,Ensembl_HGNC_uniprot_ids
O00220,9606.ENSP00000221132,Ensembl_UniProt
O00220,9606.ENSP00000221132,UniProt_AC
O00221,9606.ENSP00000275015,Ensembl_HGNC_uniprot_ids
O00221,9606.ENSP00000275015,Ensembl_UniProt
O00221,9606.ENSP00000275015,UniProt_AC
O00231,9606.ENSP00000261712,Ensembl_HGNC_uniprot_ids
O00231,9606.ENSP00000261712,Ensembl_UniProt
O00231,9606.ENSP00000261712,UniProt_AC
O00233,9606.ENSP00000440485,Ensembl_HGNC_uniprot_ids
O00233,9606.ENSP00000440485,Ensembl_UniProt
O00233,9606.ENSP00000440485,UniProt_AC
O00238,9606.ENSP00000401907,Ensembl_HGNC_uniprot_ids
O00238,9606.ENSP00000401907,Ensembl_UniProt
O00238,9606.ENSP00000401907,UniProt_AC
O00241,9606.ENSP00000371018,Ensembl_HGNC_uniprot_ids
O00241,9606.ENSP00000371018,Ensembl_UniProt
O00241,9606.ENSP00000371018,UniProt_AC
O00244,9606.ENSP00000430598,Ensembl_HGNC_uniprot_ids
O00244,9606.ENSP00000430598,Ensembl_UniProt
O00244,9606.ENSP00000430598,UniProt_AC
O00253,9606.ENSP00000290953,Ensembl_HGNC_uniprot_ids
O00253,9606.ENSP00000290953,Ensembl_UniProt
O00253,9606.ENSP00000290953,UniProt_AC
O00255,9606.ENSP00000337088,Ensembl_HGNC_uniprot_ids
O00255,9606.ENSP00000337088,Ensembl_UniProt
O00255,9606.ENSP00000337088,UniProt_AC
O00264,9606.ENSP00000217971,Ensembl_HGNC_uniprot_ids
O00264,9606.ENSP00000217971,Ensembl_UniProt
O00264,9606.ENSP00000217971,UniProt_AC
O00273,9606.ENSP00000366237,Ensembl_HGNC_uniprot_ids
O00273,9606.ENSP00000366237,Ensembl_UniProt
O00273,9606.ENSP00000366237,UniProt_AC
O00287,9606.ENSP00000255476,Ensembl_HGNC_uniprot_ids
O00287,9606.ENSP00000255476,Ensembl_UniProt
O00287,9606.ENSP00000255476,UniProt_AC
O00292,9606.ENSP00000355785,Ensembl_HGNC_uniprot_ids
O00292,9606.ENSP00000355785,Ensembl_UniProt
O00292,9606.ENSP00000355785,UniProt_AC
O00294,9606.ENSP00000229771,Ensembl_HGNC_uniprot_ids
O00294,9606.ENSP00000229771,Ensembl_UniProt
O00294,9606.ENSP00000229771,UniProt_AC
O00299,9606.ENSP00000364935,Ensembl_HGNC_uniprot_ids
O00299,9606.ENSP00000364935,Ensembl_UniProt
O00299,9606.ENSP00000364935,UniProt_AC
O00300,9606.ENSP00000297350,Ensembl_HGNC_uniprot_ids
O00300,9606.ENSP00000297350,Ensembl_UniProt
O00300,9606.ENSP00000297350,UniProt_AC
O00305,9606.ENSP00000438949,Ensembl_HGNC_uniprot_ids
O00305,9606.ENSP00000438949,Ensembl_UniProt
O00305,9606.ENSP00000438949,UniProt_AC
O00308,9606.ENSP00000352069,Ensembl_HGNC_uniprot_ids
O00308,9606.ENSP00000352069,Ensembl_UniProt
O00308,9606.ENSP00000352069,UniProt_AC
O00321,9606.ENSP00000384524,Ensembl_HGNC_uniprot_ids
O00321,9606.ENSP00000384524,Ensembl_UniProt
O00321,9606.ENSP00000384524,UniProt_AC
O00330,9606.ENSP00000227868,Ensembl_HGNC_uniprot_ids
O00330,9606.ENSP00000227868,Ensembl_UniProt
O00330,9606.ENSP00000227868,UniProt_AC
O00338,9606.ENSP00000319622,Ensembl_HGNC_uniprot_ids
O00338,9606.ENSP00000319622,Ensembl_UniProt
O00338,9606.ENSP00000319622,UniProt_AC
O00339,9606.ENSP00000254898,Ensembl_HGNC_uniprot_ids
O00339,9606.ENSP00000254898,Ensembl_UniProt
O00339,9606.ENSP00000254898,UniProt_AC
O00391,9606.ENSP00000356574,Ensembl_HGNC_uniprot_ids
O00391,9606.ENSP00000356574,Ensembl_UniProt
O00391,9606.ENSP00000356574,UniProt_AC
O00399,9606.ENSP00000221114,Ensembl_HGNC_uniprot_ids
O00399,9606.ENSP00000221114,Ensembl_UniProt
O00399,9606.ENSP00000221114,UniProt_AC
O00401,9606.ENSP00000223023,Ensembl_HGNC_uniprot_ids
O00401,9606.ENSP00000223023,Ensembl_UniProt
O00401,9606.ENSP00000223023,UniProt_AC
O00408,9606.ENSP00000334910,Ensembl_HGNC_uniprot_ids
O00408,9606.ENSP00000334910,Ensembl_UniProt
O00408,9606.ENSP00000334910,UniProt_AC
O00418,9606.ENSP00000263026,Ensembl_HGNC_uniprot_ids
O00418,9606.ENSP00000263026,Ensembl_UniProt
O00418,9606.ENSP00000263026,UniProt_AC
O00422,9606.ENSP00000481842,Ensembl_HGNC_uniprot_ids
O00422,9606.ENSP00000481842,Ensembl_UniProt
O00422,9606.ENSP00000481842,UniProt_AC
O00429,9606.ENSP00000449089,Ensembl_HGNC_uniprot_ids
O00429,9606.ENSP00000449089,Ensembl_UniProt
O00429,9606.ENSP00000449089,UniProt_AC
O00442,9606.ENSP00000260563,Ensembl_HGNC_uniprot_ids
O00442,9606.ENSP00000260563,Ensembl_UniProt
O00442,9606.ENSP00000260563,UniProt_AC
O00443,9606.ENSP00000265970,Ensembl_HGNC_uniprot_ids
O00443,9606.ENSP00000265970,Ensembl_UniProt
O00443,9606.ENSP00000265970,UniProt_AC
O00445,9606.ENSP00000346265,Ensembl_HGNC_uniprot_ids
O00445,9606.ENSP00000346265,Ensembl_UniProt
O00445,9606.ENSP00000346265,UniProt_AC
O00451,9606.ENSP00000428518,Ensembl_HGNC_uniprot_ids
O00451,9606.ENSP00000428518,Ensembl_UniProt
O00451,9606.ENSP00000428518,UniProt_AC
O00453,9606.ENSP00000365261,Ensembl_HGNC_uniprot_ids
O00453,9606.ENSP00000365261,Ensembl_UniProt
O00453,9606.ENSP00000365261,UniProt_AC
O00458,9606.ENSP00000384477,Ensembl_HGNC_uniprot_ids
O00458,9606.ENSP00000384477,Ensembl_UniProt
O00458,9606.ENSP00000384477,UniProt_AC
O00462,9606.ENSP00000495247,Ensembl_HGNC_uniprot_ids
O00462,9606.ENSP00000495247,Ensembl_UniProt
O00462,9606.ENSP00000495247,UniProt_AC
O00468,9606.ENSP00000368678,Ensembl_HGNC_uniprot_ids
O00468,9606.ENSP00000368678,Ensembl_UniProt
O00468,9606.ENSP00000368678,UniProt_AC
O00469,9606.ENSP00000282903,Ensembl_HGNC_uniprot_ids
O00469,9606.ENSP00000282903,Ensembl_UniProt
O00469,9606.ENSP00000282903,UniProt_AC
O00472,9606.ENSP00000237853,Ensembl_HGNC_uniprot_ids
O00472,9606.ENSP00000237853,Ensembl_UniProt
O00472,9606.ENSP00000237853,UniProt_AC
O00478,9606.ENSP00000244519,Ensembl_HGNC_uniprot_ids
O00478,9606.ENSP00000244519,Ensembl_UniProt
O00478,9606.ENSP00000244519,UniProt_AC
O00481,9606.ENSP00000289361,Ensembl_HGNC_uniprot_ids
O00481,9606.ENSP00000289361,Ensembl_UniProt
O00481,9606.ENSP00000289361,UniProt_AC
O00482,9606.ENSP00000356331,Ensembl_HGNC_uniprot_ids
O00482,9606.ENSP00000356331,Ensembl_UniProt
O00482,9606.ENSP00000356331,UniProt_AC
O00488,9606.ENSP00000363384,Ensembl_HGNC_uniprot_ids
O00488,9606.ENSP00000363384,Ensembl_UniProt
O00488,9606.ENSP00000363384,UniProt_AC
O00499,9606.ENSP00000316779,Ensembl_HGNC_uniprot_ids
O00499,9606.ENSP00000316779,Ensembl_UniProt
O00499,9606.ENSP00000316779,UniProt_AC
O00515,9606.ENSP00000375829,Ensembl_HGNC_uniprot_ids
O00515,9606.ENSP00000375829,Ensembl_UniProt
O00515,9606.ENSP00000375829,UniProt_AC
O00533,9606.ENSP00000256509,Ensembl_HGNC_uniprot_ids
O00533,9606.ENSP00000256509,Ensembl_UniProt
O00533,9606.ENSP00000256509,UniProt_AC
O00541,9606.ENSP00000346725,Ensembl_HGNC_uniprot_ids
O00541,9606.ENSP00000346725,Ensembl_UniProt
O00541,9606.ENSP00000346725,UniProt_AC
O00548,9606.ENSP00000355718,Ensembl_HGNC_uniprot_ids
O00548,9606.ENSP00000355718,Ensembl_UniProt
O00548,9606.ENSP00000355718,UniProt_AC
O00559,9606.ENSP00000337675,Ensembl_HGNC_uniprot_ids
O00559,9606.ENSP00000337675,Ensembl_UniProt
O00559,9606.ENSP00000337675,UniProt_AC
O00560,9606.ENSP00000428184,Ensembl_HGNC_uniprot_ids
O00560,9606.ENSP00000428184,Ensembl_UniProt
O00560,9606.ENSP00000428184,UniProt_AC
O00584,9606.ENSP00000426455,Ensembl_HGNC_uniprot_ids
O00584,9606.ENSP00000426455,Ensembl_UniProt
O00584,9606.ENSP00000426455,UniProt_AC
O00585,9606.ENSP00000259607,Ensembl_HGNC_uniprot_ids
O00585,9606.ENSP00000259607,Ensembl_UniProt
O00585,9606.ENSP00000259607,UniProt_AC
O00587,9606.ENSP00000349490,Ensembl_HGNC_uniprot_ids
O00587,9606.ENSP00000349490,Ensembl_UniProt
O00587,9606.ENSP00000349490,UniProt_AC
O00602,9606.ENSP00000360871,Ensembl_HGNC_uniprot_ids
O00602,9606.ENSP00000360871,Ensembl_UniProt
O00602,9606.ENSP00000360871,UniProt_AC
O00622,9606.ENSP00000398736,Ensembl_HGNC_uniprot_ids
O00622,9606.ENSP00000398736,Ensembl_UniProt
O00622,9606.ENSP00000398736,UniProt_AC
O00625,9606.ENSP00000369786,Ensembl_HGNC_uniprot_ids
O00625,9606.ENSP00000369786,Ensembl_UniProt
O00625,9606.ENSP00000369786,UniProt_AC
O00626,9606.ENSP00000219235,Ensembl_HGNC_uniprot_ids
O00626,9606.ENSP00000219235,Ensembl_UniProt
O00626,9606.ENSP00000219235,UniProt_AC
O00629,9606.ENSP00000334373,Ensembl_HGNC_uniprot_ids
O00629,9606.ENSP00000334373,Ensembl_UniProt
O00629,9606.ENSP00000334373,UniProt_AC
O00744,9606.ENSP00000301061,Ensembl_HGNC_uniprot_ids
O00744,9606.ENSP00000301061,Ensembl_UniProt
O00744,9606.ENSP00000301061,UniProt_AC
O00746,9606.ENSP00000219479,Ensembl_HGNC_uniprot_ids
O00746,9606.ENSP00000219479,Ensembl_UniProt
O00746,9606.ENSP00000219479,UniProt_AC
O00755,9606.ENSP00000285018,Ensembl_HGNC_uniprot_ids
O00755,9606.ENSP00000285018,Ensembl_UniProt
O00755,9606.ENSP00000285018,UniProt_AC
O00757,9606.ENSP00000364486,Ensembl_HGNC_uniprot_ids
O00757,9606.ENSP00000364486,Ensembl_UniProt
O00757,9606.ENSP00000364486,UniProt_AC
O00762,9606.ENSP00000348838,Ensembl_HGNC_uniprot_ids
O00762,9606.ENSP00000348838,Ensembl_UniProt
O00762,9606.ENSP00000348838,UniProt_AC
