Protein,AD_beta,AD_logp,PD_beta,PD_logp
IL6,0.06765864847381486,-0.4319954539964298,0.01980262729617973,-1.9661797300373978
IL6R,-0.030459207484708574,-7.865352497724013,-0.31471074483970024,-0.23612595800444813
IL6ST,0.371563556432483,-0.4374435861103978,0.08617769624105241,-2.708416398144163
IL7,-0.040821994520255166,-0.8121827190205885,0.03922071315328133,-0.8438734331035876
IL7R,-0.08338160893905101,-0.5708153844410799,-0.030459207484708574,-1.4484435980715569
IL9,-0.030459207484708574,-0.38328594524633686,-0.040821994520255166,-0.40659009967394333
ILKAP,0.009950330853168092,-1.2868844440076959,-0.06187540371808753,-0.0951934019231271
IMMT,0.01980262729617973,-0.16617583607274974,-0.020202707317519466,-0.13899277026388532
IMPA1,-0.05129329438755058,-1.3644764599705121,-0.06187540371808753,-1.0478466028414808
IMPACT,-0.08338160893905101,-0.16042580044511903,-0.020202707317519466,-1.4276927759050575
IMPG1,0.0769610411361284,-3.444656694601358,0.28517894223366247,-0.5792436283777145
ING1,0.08617769624105241,-0.8568235773116267,0.04879016416943205,-1.5501488220428732
INHBB,0.1570037488096647,-1.183319290770153,-0.09431067947124129,-3.10633045966916
INHBC,-0.16251892949777494,-3.814944753221791,-0.1743533871447778,-2.902789092883164
INPP1,-0.05129329438755058,-4.275386266376961,-0.15082288973458366,-0.7553408327860579
INPP5D,-0.12783337150988489,-1.4934025141177365,-0.10536051565782628,-2.3448767398410975
INPP5J,0.0,-1.6866767421499038,0.13976194237515863,-0.006659024170190958
INPPL1,-0.020202707317519466,-0.0033899353436507283,0.0,-0.4430229607406509
INSL3,-0.01005033585350145,-0.08893588803724131,-0.01005033585350145,-0.18097876634071855
INSL4,0.08617769624105241,-0.9267579071183778,-0.08338160893905101,-1.4460332360759198
INSL5,0.0,-1.9772870052859246,-0.07257069283483537,-0.02011850474020697
INSR,0.17395330712343798,-0.10108394324334,-0.030459207484708574,-0.7692871000287612
IPCEF1,-0.01005033585350145,-0.9644660632170319,-0.030459207484708574,-0.3312017803084701
IQGAP2,-0.05129329438755058,-0.1376216491875599,0.009950330853168092,-0.9376029422176896
IRAG2,-0.020202707317519466,-1.0414789344754847,0.02955880224154443,-0.3417406196115287
IRAK1,-0.05129329438755058,-0.5770784810940399,-0.030459207484708574,-1.0485976459072397
IRAK4,-0.01005033585350145,-0.9239355138987468,0.02955880224154443,-0.18832858209804126
ISLR2,-0.01005033585350145,-3.826106306546694,-0.19845093872383832,-0.12826935403645617
ISM1,-0.09431067947124129,-6.312244632090546,-0.2484613592984996,-1.2143154556267077
ISM2,0.17395330712343798,-1.0008587290761422,-0.10536051565782628,-3.2376371989567065
IST1,-0.06187540371808753,-1.3560614754440306,-0.05129329438755058,-1.8709289507745261
ITGA11,-0.040821994520255166,-40.25868825149677,-0.7765287894989963,-0.3741576279284914
ITGA2,-0.2484613592984996,-13.88593302226082,-0.6931471805599453,-3.146103102692667
ITGA5,-0.06187540371808753,-7.270248545148947,-0.4307829160924542,-0.41737529210447766
ITGA6,-0.040821994520255166,-2.4647100060088643,-0.10536051565782628,-0.6529807339842988
ITGAL,0.04879016416943205,-0.4316081149369249,0.04879016416943205,-0.48842506845347894
ITGAM,-0.08338160893905101,-39.5640178413963,-0.8675005677047231,-0.7925343146597149
ITGAV,-0.2876820724517809,-48.970473092298775,-1.3093333199837622,-1.7111283377866682
ITGAX,-0.18632957819149348,-1.0888115937623168,-0.09431067947124129,-3.595818675042859
ITGB1,0.0769610411361284,-17.67399279646439,-0.843970070294529,-0.4530140969544618
ITGB1BP1,0.10436001532424286,-2.9967403414837763,0.14842000511827322,-1.5375520011586474
ITGB1BP2,0.0,-1.0640369930088869,-0.030459207484708574,-0.08148374254906793
ITGB2,0.01980262729617973,-25.537923247801228,-0.7765287894989963,-0.159792978867733
ITGB5,0.009950330853168092,-10.472648753315083,-0.37106368139083207,-0.11657404852593256
ITGB6,0.03922071315328133,-9.32350907008182,-0.40047756659712525,-0.28502678617998184
ITGB7,0.01980262729617973,-2.1390461468901307,-0.10536051565782628,-0.28188487405840235
ITGBL1,0.26236426446749106,-1.4634550903523598,-0.16251892949777494,-4.561290439160986
ITIH1,0.29266961396282004,-2.1965864030127777,-0.40047756659712525,-1.7383011720512724
ITIH3,0.23901690047049992,-4.980018120088915,0.22314355131420976,-4.407980296052152
ITIH4,-0.05129329438755058,-1.6459396693013846,-0.2484613592984996,-0.28426145743159276
ITIH5,-0.09431067947124129,-0.011210012058499464,0.0,-1.1041932724261718
ITM2A,0.09531017980432493,-0.14465889022667722,0.009950330853168092,-2.1795224280296
ITPA,0.02955880224154443,-3.895610579159091,-0.1743533871447778,-0.5169592326113815
ITPR1,-0.08338160893905101,-0.020280768527481754,0.0,-1.790906738905922
ITPRIP,-0.01005033585350145,-0.6688240723254617,0.06765864847381486,-0.06202354766958421
IVD,0.06765864847381486,-3.3923269406108414,0.12221763272424911,-1.0071061423059593
IZUMO1,0.03922071315328133,-1.1120560970541584,0.09531017980432493,-0.47790708180830827
JAM2,0.1823215567939546,-2.9296493705881943,-0.2231435513142097,-1.8308957416265572
JAM3,-0.030459207484708574,-5.232443674647778,-0.2876820724517809,-0.28954987170328605
JCHAIN,0.058268908123975824,-0.49305908914221297,0.02955880224154443,-1.1450311382776002
JMJD1C,0.0,-2.0109440376670946,0.11332868530700327,-0.03962813869979858
JPT2,-0.05129329438755058,-1.0979217241626733,-0.05129329438755058,-1.4154163187919195
JUN,0.058268908123975824,-0.048239922779994795,0.0,-1.0023747553526376
KAZALD1,0.1570037488096647,-0.29309476668743295,-0.020202707317519466,-3.0233823581565757
KAZN,-0.06187540371808753,-2.599646440315838,-0.08338160893905101,-2.1813960421761873
KCNC4,0.03922071315328133,-1.6383475839565849,0.10436001532424286,-0.5300041890293943
KCNH2,0.03922071315328133,-0.8644648824442178,0.04879016416943205,-0.7945375631913214
KCNIP4,0.0,-0.8581559058519901,0.04879016416943205,-0.009877681062228083
KCTD5,0.0,-2.198173295226753,-0.18632957819149348,-0.019275018366252887
KDM3A,-0.06187540371808753,-5.075794007513307,0.12221763272424911,-1.3650924192035887
KDR,-0.2876820724517809,-6.310280143691927,-0.37106368139083207,-3.31414490301721
KEL,0.1823215567939546,-3.5460619759508014,0.1906203596086497,-2.74866170215277
KHDC3L,-0.040821994520255166,-0.14309971248746695,-0.01005033585350145,-0.5968253417461135
KHK,-0.15082288973458366,-3.8412189351524244,-0.18632957819149348,-3.6564071913852345
KIAA0319,0.058268908123975824,-2.943912493784195,-0.31471074483970024,-0.41378098536862695
KIAA1549,-0.11653381625595151,-0.3121669938781221,-0.020202707317519466,-3.2203310832432046
KIAA1549L,0.03922071315328133,-0.2486882517033013,0.04879016416943205,-0.2430836387826061
KIAA2013,-0.08338160893905101,-0.66006280434787,0.058268908123975824,-1.2375232073167062
KIF1C,0.06765864847381486,-2.995965140665432,0.23111172096338664,-0.6092543605515421
KIF20B,-0.06187540371808753,-1.4029657679675238,0.06765864847381486,-1.1667618690392705
KIF22,0.03922071315328133,-0.8363835787723399,-0.030459207484708574,-1.613880109397512
KIFBP,-0.01005033585350145,-0.43648110149721536,-0.020202707317519466,-0.26442499641780476
KIR2DL2,0.04879016416943205,-2.658394982628737,0.09531017980432493,-1.1327382206875916
KIR2DL3,0.04879016416943205,-0.9529635855796846,0.02955880224154443,-1.266307622069126
KIR2DS4,0.01980262729617973,-0.5672170917840876,0.01980262729617973,-0.7429705032538914
KIR3DL1,0.0,-0.538519380287037,0.009950330853168092,-0.08319202799760998
KIR3DL2,-0.05129329438755058,-0.9769995237952938,0.04879016416943205,-1.07645691067348
KIRREL1,-0.10536051565782628,-0.4244949010077934,-0.040821994520255166,-1.7437292337312886
KIRREL2,0.06765864847381486,-0.3157327943516721,0.02955880224154443,-0.8175932613311657
KIT,-0.16251892949777494,-5.073799879515917,-0.2876820724517809,-1.7311992391317814
KITLG,0.1823215567939546,-2.8183596090179672,-0.15082288973458366,-2.7459770780226895
KLB,0.058268908123975824,-0.28929010731378174,0.009950330853168092,-1.3588067041615066
KLF4,0.0,-1.9004019044972893,-0.1743533871447778,-0.003422683704931032
KLHL41,0.0,-3.16165548516792,0.1823215567939546,-0.02348930430626068
KLK1,0.04879016416943205,-0.7540300705997468,-0.020202707317519466,-3.1437788580024417
KLK10,-0.11653381625595151,-4.434597460546858,-0.19845093872383832,-1.657846120058222
KLK11,0.08617769624105241,-1.0599345719491742,-0.09431067947124129,-0.8548864046951994
KLK12,0.01980262729617973,-0.13224244082277853,0.0,-0.7794481379573418
KLK13,0.09531017980432493,-1.4658590074163123,-0.08338160893905101,-1.6248932939110519
KLK14,0.01980262729617973,-1.3433232242214201,0.0769610411361284,-0.2625590419353906
KLK15,0.11332868530700327,-0.9590630384755471,-0.08338160893905101,-1.9631747126618053
KLK3,-0.030459207484708574,-0.2821240548871828,-0.01005033585350145,-0.7005811360629121
KLK4,0.1570037488096647,-3.3291901180237433,0.09531017980432493,-5.79393324712225
KLK6,-0.06187540371808753,-0.9688840103486688,-0.08338160893905101,-0.5907085847552637
KLK7,0.04879016416943205,-3.734372507731073,-0.3011050927839216,-0.3996539536206207
KLK8,0.09531017980432493,-21.810938185576187,-0.5621189181535413,-1.1129325702024997
KLKB1,-0.5978370007556204,-7.560225115483201,-0.6539264674066639,-8.265291158031253
KLRB1,0.12221763272424911,-2.2700506253520594,-0.12783337150988489,-1.8149119800841682
KLRC1,0.08617769624105241,-1.4017185121087858,0.08617769624105241,-1.6398036397521334
KLRD1,-0.030459207484708574,-0.8718109799124192,-0.05129329438755058,-0.351701113964482
KLRF1,0.0769610411361284,-0.6679754632463778,0.06765864847381486,-0.9117427869715483
KLRK1,0.0,-0.8086560346286978,-0.07257069283483537,-0.04313405798861059
KRT14,0.10436001532424286,-1.4594177959357446,-0.13926206733350766,-0.9662612751670028
KRT17,0.17395330712343798,-0.4661020232189115,-0.06187540371808753,-2.29601325490505
KRT18,0.01980262729617973,-0.49879113459721486,-0.020202707317519466,-0.35932590892919997
KRT19,0.0769610411361284,-2.0868149465406605,0.06765864847381486,-1.974569981541279
KRT5,-0.05129329438755058,-8.215767250109709,-0.23572233352106983,-0.8114881095598839
KRT6C,0.11332868530700327,-0.363762817961822,-0.05129329438755058,-1.1929372968134346
KRT8,0.01980262729617973,-0.22046716229063992,0.01980262729617973,-0.37462107678764717
KYAT1,-0.10536051565782628,-1.1747801791513939,-0.05129329438755058,-2.2315962108623735
KYNU,-0.15082288973458366,-7.036575500905116,-0.23572233352106983,-2.9327822634322427
L1CAM,0.04879016416943205,-8.177027782957406,-0.3856624808119846,-0.36339234668305676
L3HYPDH,-0.040821994520255166,-2.4937013863575133,-0.09431067947124129,-1.086242626362792
LACRT,-0.10536051565782628,-0.003606877970740444,0.0,-1.5271629872436698
LACTB2,-0.030459207484708574,-0.6471261172901747,-0.030459207484708574,-0.6215790886014401
LAG3,-0.12783337150988489,-0.01580522614071545,0.0,-1.8933316629805086
LAIR1,0.0,-0.21313496473219698,-0.020202707317519466,-0.0388603094664929
LAIR2,-0.030459207484708574,-0.9628461938515478,0.02955880224154443,-0.8355169292080108
LAMA1,-0.07257069283483537,-1.4233327848797668,-0.11653381625595151,-0.9334545231127952
LAMA4,-0.07257069283483537,-2.7123057230049903,-0.1743533871447778,-0.6732006146038239
LAMB1,0.13976194237515863,-1.6881989842538472,-0.21072103131565253,-1.1671139165492472
LAMP1,-0.09431067947124129,-0.4853410971800192,-0.09431067947124129,-0.6085734286657711
LAMP2,-0.13926206733350766,-0.5794850133642089,0.09531017980432493,-0.7635661577381078
LAMP3,-0.06187540371808753,-3.6521422453833137,-0.12783337150988489,-0.949088336227422
LAMTOR5,-0.06187540371808753,-0.5248461215387212,-0.06187540371808753,-0.5555935721516246
LAP3,0.02955880224154443,-1.5568990975293633,-0.08338160893905101,-0.4063033528371317
LARP1,-0.11653381625595151,-0.6312150336917808,-0.05129329438755058,-2.4342995429733025
LAT,0.0,-0.1159551399011898,-0.01005033585350145,-0.08616301476882571
LAT2,-0.01005033585350145,-1.0096330177525035,-0.020202707317519466,-0.504304588674075
LATS1,-0.09431067947124129,-1.7139297943523601,-0.07257069283483537,-2.6385573386315855
LAYN,0.22314355131420976,-3.38802696363129,-0.18632957819149348,-3.8567346195566476
LBP,0.03922071315328133,-0.5428782013654839,-0.030459207484708574,-0.5972160063398443
LBR,0.01980262729617973,-0.10932677866799945,-0.01005033585350145,-0.38171829142225344
LCAT,-0.579818495252942,-13.747851909490459,-0.7550225842780328,-9.212342374646855
LCN15,0.06765864847381486,-0.8471621689270395,-0.06187540371808753,-1.195588425007725
LCN2,0.058268908123975824,-0.9443819257299205,-0.07257069283483537,-0.654537234656244
LCP1,0.009950330853168092,-5.008476675590483,-0.2876820724517809,-0.08507886694514963
LDLR,-0.3285040669720361,-13.729332861723222,-0.3011050927839216,-12.624622993186994
LDLRAP1,-0.05129329438755058,-1.512870246324461,-0.06187540371808753,-1.4582721845752231
LECT2,0.13976194237515863,-6.713428573227418,-0.23572233352106983,-3.6808810468266833
LEFTY2,-0.06187540371808753,-5.037734996404001,-0.16251892949777494,-1.0004244768574886
LEG1,-0.030459207484708574,-4.380917490002308,-0.18632957819149348,-0.5288569725026582
LELP1,-0.09431067947124129,-1.2035169848940659,-0.07257069283483537,-2.117479922383675
LEO1,-0.030459207484708574,-1.0912030668678478,-0.16251892949777494,-0.2038710117936547
LEP,-0.07257069283483537,-1.2863319216949516,-0.05129329438755058,-1.8552785357860755
LEPR,0.12221763272424911,-0.7538759971794701,-0.07257069283483537,-1.2484007194538496
LETM1,-0.040821994520255166,-1.0824796758794453,-0.08338160893905101,-0.4620233120512929
LGALS1,-0.07257069283483537,-5.951112935200284,-0.2744368457017603,-0.6680081369030457
LGALS3,0.26236426446749106,-5.63461113909491,-0.3011050927839216,-3.7460191528348963
LGALS3BP,0.10436001532424286,-0.8899978102177702,-0.12783337150988489,-0.8677780276217375
LGALS4,0.1823215567939546,-1.8189205812076277,0.0769610411361284,-5.693462608129355
LGALS7_LGALS7B,0.11332868530700327,-4.144345618225225,-0.18632957819149348,-1.7893067855173401
LGALS8,-0.020202707317519466,-0.6315839875745568,-0.030459207484708574,-0.2591189411305876
LGALS9,-0.030459207484708574,-3.090003723025508,-0.19845093872383832,-0.2524261870557327
LGMN,-0.19845093872383832,-2.4743754698385527,-0.15082288973458366,-3.1479172533028406
LHB,0.02955880224154443,-0.2203381563670524,0.009950330853168092,-0.6641754263255238
LHPP,0.009950330853168092,-0.8351951317633715,0.03922071315328133,-0.17576943569702597
LIF,-0.040821994520255166,-0.31806436330702037,-0.020202707317519466,-0.4758396094991549
LIFR,0.19885085874516517,-1.7119964129610208,0.17395330712343798,-1.68659591196526
LILRA2,0.02955880224154443,-0.06834638050728573,-0.01005033585350145,-0.29934710651526164
LILRA3,0.0,-0.35248323145343446,0.009950330853168092,-0.11622316451320105
LILRA4,-0.01005033585350145,-0.0863245961503157,0.009950330853168092,-0.10127398358233144
LILRA5,0.1570037488096647,-3.93275610848266,-0.2231435513142097,-1.9055799026233329
LILRA6,-0.020202707317519466,-0.3122263581431309,-0.020202707317519466,-0.3002881535966545
LILRB1,0.06765864847381486,-1.6723107868649905,-0.15082288973458366,-0.5487415533197373
LILRB2,-0.05129329438755058,-0.9171439232384178,-0.07257069283483537,-0.47262473333979144
LILRB4,0.06765864847381486,-0.9589945871299429,-0.06187540371808753,-0.91652237870221
LILRB5,-0.030459207484708574,-5.5039199147385425,-0.11653381625595151,-0.5452735143127501
LIPF,-0.06187540371808753,-3.786182474306259,-0.18632957819149348,-1.0963583726462696
LMNB1,0.058268908123975824,-0.07228376196042542,-0.01005033585350145,-1.0292764791911133
LMNB2,0.23901690047049992,-3.30017547215947,-0.37106368139083207,-2.3405653478339623
LMOD1,0.29266961396282004,-0.18749215492683474,-0.030459207484708574,-5.256097501504191
LMOD2,-0.040821994520255166,-2.5965156331903225,0.131028262406404,-0.6496087674875456
LONP1,-0.07257069283483537,-0.6193807292892703,-0.030459207484708574,-1.9668574763906637
LPA,-0.030459207484708574,-3.792332146380263,-0.06187540371808753,-1.332110263732526
LPCAT2,0.04879016416943205,-0.3859011019267973,-0.030459207484708574,-0.6790644572396801
LPL,0.04879016416943205,-5.849195489305255,0.19885085874516517,-0.6728262385924175
LPO,0.02955880224154443,-1.9522330917928,-0.08338160893905101,-0.4928634013947972
LPP,-0.020202707317519466,-1.7923912447561927,-0.10536051565782628,-0.35935650325017143
LRCH4,-0.040821994520255166,-3.223729886788037,-0.15082288973458366,-0.6856228613819441
LRFN2,0.131028262406404,-1.6327313605617435,0.12221763272424911,-2.2792286800379964
LRG1,0.23901690047049992,-2.620470969122748,0.3148107398400336,-2.145711677463719
LRIG1,-0.01005033585350145,-1.1716793788812885,-0.09431067947124129,-0.056285218597667344
LRIG3,0.35065687161316933,-0.7044171042528977,0.11332868530700327,-5.1411763622010795
LRP1,0.131028262406404,-0.1829248411333628,-0.020202707317519466,-1.139808199961529
LRP11,0.1823215567939546,-3.53163501632347,-0.18632957819149348,-2.9650176540896993
LRP2,0.16551443847757333,-1.3177235979081037,-0.15082288973458366,-2.2244695333857365
LRP2BP,-0.01005033585350145,-0.45420413636005974,0.02955880224154443,-0.17895769333199826
LRPAP1,-0.01005033585350145,-1.1683928549480218,-0.06187540371808753,-0.1286556913403607
LRRC25,0.009950330853168092,-0.25123160056835864,-0.020202707317519466,-0.09424267958548371
LRRC37A2,0.02955880224154443,-6.119856256277514,-0.342490308946776,-0.2650413886688026
LRRC38,-0.020202707317519466,-1.7069258483287777,-0.13926206733350766,-0.1722013829391832
LRRC59,-0.12783337150988489,-2.3240989860706476,-0.1743533871447778,-1.8615086688018574
LRRFIP1,-0.19845093872383832,-0.6814762733218755,-0.06187540371808753,-3.6800220371052728
LRRN1,-0.2613647641344075,-10.914088963881525,-0.342490308946776,-5.464545047322435
LRTM1,-0.05129329438755058,-1.6322731225649054,-0.16251892949777494,-0.4596479231424752
LRTM2,-0.4307829160924542,-0.4157505231057542,-0.08338160893905101,-4.81938917989963
LSM1,-0.06187540371808753,-1.4435848448571549,-0.07257069283483537,-1.1318938804896557
LSM8,-0.030459207484708574,-1.9497395900137457,0.0769610411361284,-0.619173333686331
LSP1,0.009950330853168092,-1.1691910280505071,-0.08338160893905101,-0.07777641158028033
LTA,-0.07257069283483537,-0.999280624065969,-0.07257069283483537,-0.8550974341374677
LTA4H,-0.01005033585350145,-0.5914674007068044,-0.030459207484708574,-0.1806965362553171
LTB,0.058268908123975824,-0.24424039677453183,0.03922071315328133,-0.5272822475805432
LTBP2,0.5423242908253617,-0.9505087008458889,0.08617769624105241,-15.395389668156831
LTBP3,-0.040821994520255166,-3.3922560844647407,-0.13926206733350766,-0.5385552643774807
LTBR,0.22314355131420976,-1.5060362074939615,-0.12783337150988489,-2.7311220101545666
LTO1,-0.040821994520255166,-4.470753198118822,-0.21072103131565253,-0.4595661315330599
LUZP2,-0.020202707317519466,-1.8908448812623595,0.13976194237515863,-0.2166617672870383
LXN,-0.05129329438755058,-10.180559445875893,0.17395330712343798,-1.2106372256644053
LY6D,0.131028262406404,-6.1489903161465005,-0.2613647641344075,-1.901873009298205
LY75,-0.01005033585350145,-2.8246199899152784,-0.15082288973458366,-0.10729960892902492
LY9,0.04879016416943205,-0.7628182126601187,-0.07257069283483537,-0.3855521045507272
LY96,-0.09431067947124129,-0.7772833784774881,-0.06187540371808753,-0.9717679958152943
LYAR,0.0,-0.5304353810627845,0.02955880224154443,-0.03435489510994446
LYN,0.0,-0.5903009157835756,-0.020202707317519466,-0.008604863879938375
LYPD1,0.0,-2.5455382018784496,-0.10536051565782628,-0.02288173556834167
LYPD3,0.2151113796169455,-1.28628919819936,0.10436001532424286,-3.194793520429187
LYPD8,0.06765864847381486,-0.2036230606285463,-0.01005033585350145,-1.2000302530715203
LYPLA2,-0.01005033585350145,-0.28751931636393824,-0.01005033585350145,-0.20945675184151238
LYSMD3,-0.08338160893905101,-0.5538396127016022,0.02955880224154443,-3.1436824098778975
LYVE1,0.37843643572024505,-3.2792141392370246,-0.5108256237659907,-2.739569986264567
LYZL2,-0.030459207484708574,-0.2714295392893217,-0.040821994520255166,-0.235694750357185
LZTFL1,-0.12783337150988489,-1.5775978356384106,-0.08338160893905101,-3.505846950102856
M6PR,0.10436001532424286,-0.32775360974662515,0.03922071315328133,-1.2854901520802369
MAD1L1,0.03922071315328133,-2.569132902294541,-0.11653381625595151,-0.5720343809479405
MAEA,0.09531017980432493,-0.8314347274904483,0.058268908123975824,-1.3047989343846131
MAG,-0.07257069283483537,-1.6379170866337909,0.131028262406404,-0.8535797703317518
MAGEA3,-0.05129329438755058,-0.31925656692997806,-0.020202707317519466,-1.362081965278542
MAGED1,0.01980262729617973,-0.6631516251652568,-0.040821994520255166,-0.18281317041613127
MAMDC2,0.14842000511827322,-4.4687044527550155,-0.342490308946776,-1.6086103149873594
MAMDC4,-0.09431067947124129,-3.620043368250542,-0.19845093872383832,-1.5473481291969442
MAN1A2,0.08617769624105241,-3.410504599756672,-0.4155154439616658,-0.4952215119663107
MAN2B2,-0.1743533871447778,-0.24509082031124077,-0.020202707317519466,-4.774751288144878
MANEAL,-0.020202707317519466,-0.6601553168582648,0.058268908123975824,-0.27241421890692386
MANF,-0.020202707317519466,-0.29667453841736324,0.009950330853168092,-0.5278482127521367
MANSC1,0.26236426446749106,-1.1651375051786816,0.11332868530700327,-3.2833762400651456
MANSC4,0.04879016416943205,-0.48456252958051443,0.03922071315328133,-0.9476031331220794
MAP1LC3A,0.131028262406404,-1.6283376628463104,-0.19845093872383832,-1.1531461121135844
MAP1LC3B2,-0.08338160893905101,-1.7063700358781573,-0.11653381625595151,-1.3355167484733161
MAP2,0.009950330853168092,-4.5769726982643535,-0.2876820724517809,-0.054881765254505985
MAP2K1,-0.030459207484708574,-1.9391586776166378,-0.10536051565782628,-0.47037183782619557
MAP2K6,-0.030459207484708574,-0.5791202926245632,0.01980262729617973,-0.9428754189340388
MAP3K5,-0.01005033585350145,-2.1199439456079388,0.04879016416943205,-0.2804232495676391
MAP4K5,-0.020202707317519466,-0.32954479445216894,-0.01005033585350145,-0.457948797576989
MAPK13,0.10436001532424286,-0.9190717352819189,-0.09431067947124129,-1.3581010499603983
MAPK9,0.058268908123975824,-2.5299277231127246,-0.12783337150988489,-0.6794292865873102
MAPKAPK2,-0.09431067947124129,-0.9002165810294798,-0.05129329438755058,-2.189356734148145
MAPRE3,-0.06187540371808753,-1.975865177474083,0.04879016416943205,-2.6531564588629353
MAPT,0.13976194237515863,-2.5539208486452356,0.10436001532424286,-2.9591811012254388
MARCO,-0.13926206733350766,-2.6395297511887597,-0.21072103131565253,-1.144319207527226
MARS1,-0.06187540371808753,-1.8929628909202099,-0.08338160893905101,-1.7077956824274263
MASP1,-0.342490308946776,-5.320721270231896,-0.37106368139083207,-3.7133772906743903
MATN2,-0.10536051565782628,-6.69858652182087,-0.342490308946776,-0.9396032134086802
MATN3,0.03922071315328133,-0.5161044673763668,0.04879016416943205,-0.3663734225093492
MAVS,0.0,-0.02618324903705368,0.0,-0.028750839741169897
MAX,0.0,-1.531924394311862,-0.040821994520255166,-0.09698514497562707
MB,0.009950330853168092,-3.5490794255075455,-0.12783337150988489,-0.11084005763124599
MBL2,0.009950330853168092,-3.8736558776290564,0.10436001532424286,-0.28837383433053354
MCAM,0.2468600779315258,-0.21936423194698668,-0.020202707317519466,-4.155951002114201
MCEE,-0.19845093872383832,-0.29385297872279137,-0.040821994520255166,-2.72058124773957
MCEMP1,-0.01005033585350145,-0.281474324451786,0.01980262729617973,-0.18438127976768695
MCFD2,0.03922071315328133,-0.07172345399358156,-0.01005033585350145,-0.48403290250123726
MCTS1,-0.19845093872383832,-0.020461573473533,0.0,-1.4379142351445555
MDGA1,0.01980262729617973,-2.1413538311845786,-0.07257069283483537,-0.4079867121811341
MDH1,0.0,-0.8938859490056762,-0.10536051565782628,-0.03050056194803998
MDK,0.08617769624105241,-0.9664411427598234,0.04879016416943205,-1.70246931711978
MDM1,-0.18632957819149348,-3.8019523449391377,-0.37106368139083207,-1.7158207838528603
MECR,-0.06187540371808753,-0.30899336408992095,-0.020202707317519466,-1.7214895750817427
MED18,0.01980262729617973,-0.2051189977271426,-0.01005033585350145,-0.3075678939285004
MED21,-0.09431067947124129,-1.0027272768386477,0.08617769624105241,-1.2645902159600309
MEGF10,0.12221763272424911,-1.317995894943176,-0.08338160893905101,-1.7013873927204943
MEGF11,-0.06187540371808753,-0.6738358248983083,-0.10536051565782628,-0.43323095933743094
MEGF9,-0.40047756659712525,-13.61665969921911,-0.7765287894989963,-3.569578353523637
MELTF,-0.05129329438755058,-1.1517684434188862,-0.16251892949777494,-0.33083116423039577
MENT,1.860974538249528,-0.13216725262957002,0.02955880224154443,-65.92909942924972
MEP1A,-0.08338160893905101,-2.2727204831474817,-0.10536051565782628,-1.7725729846499978
MEP1B,-0.06187540371808753,-5.834118634620763,-0.07257069283483537,-3.5583503689073215
MEPE,-0.21072103131565253,-2.7154651943416734,-0.2231435513142097,-2.16583311079006
MERTK,0.2700271372130602,-9.848999367252059,0.4824261492442928,-3.0118330989810462
MESD,-0.01005033585350145,-0.10182813298512046,0.0,-0.3567680139839004
MET,-0.342490308946776,-5.877414693334051,-0.4620354595965587,-2.990114383490669
METAP1,0.04879016416943205,-1.2672529886126154,0.11332868530700327,-0.3923580402437483
METAP1D,-0.020202707317519466,-0.17053614044357415,-0.01005033585350145,-0.3526669993469108
METAP2,-0.020202707317519466,-0.27324412701041423,-0.020202707317519466,-0.3738302628214691
MFAP3,-0.01005033585350145,-0.1923514480079643,0.009950330853168092,-0.1417091486513901
MFAP3L,-0.07257069283483537,-1.253547236453101,-0.08338160893905101,-1.1764563094760774
MFAP4,0.13976194237515863,-0.6196681334238215,-0.09431067947124129,-1.2388010093501758
MFAP5,-0.020202707317519466,-15.084911167612665,-0.37106368139083207,-0.18980305916966214
MFGE8,0.009950330853168092,-2.822004285930732,-0.13926206733350766,-0.06456778236567673
MGLL,-0.040821994520255166,-0.03679617568109173,0.0,-1.0811602217757803
MGMT,-0.01005033585350145,-1.111511657953719,-0.020202707317519466,-0.47861904841810016
MIA,0.06765864847381486,-0.6005131493581916,-0.05129329438755058,-0.7641425922212929
MICALL2,-0.10536051565782628,-2.8759334043892477,-0.15082288973458366,-2.403037318484565
MICB_MICA,0.03922071315328133,-0.2346554585308389,-0.01005033585350145,-1.9001338754279529
MIF,-0.030459207484708574,-1.672595073422396,0.058268908123975824,-0.6840368955157854
MILR1,0.13976194237515863,-1.9772247367063382,0.08617769624105241,-3.0404504734342743
MINDY1,-0.05129329438755058,-0.9066898482091581,-0.040821994520255166,-1.9760324287704756
MINK1,-0.09431067947124129,-3.278290296399452,-0.10536051565782628,-3.6855623617529005
MITD1,-0.040821994520255166,-0.035098581623351256,0.0,-1.2796864202205451
MKI67,0.08617769624105241,-0.7513518657862556,0.08617769624105241,-0.9935013904621275
MLLT1,0.08617769624105241,-0.42030420848016037,-0.030459207484708574,-1.9345607785028567
MLN,-0.030459207484708574,-3.4808747835679696,-0.07257069283483537,-0.9794757960146749
MME,0.03922071315328133,-0.36239282418933694,-0.020202707317519466,-0.8541384210983659
MMP1,-0.020202707317519466,-0.6289744719486182,0.01980262729617973,-0.6336598207102332
MMP10,0.02955880224154443,-2.661616611474664,-0.09431067947124129,-0.5383469671538733
MMP12,0.14842000511827322,-0.5145565533695904,0.02955880224154443,-3.9029188740849756
MMP13,0.16551443847757333,-3.5420061963169305,0.20701416938432612,-2.0421896577070857
MMP15,0.08617769624105241,-1.1188168194566794,0.08617769624105241,-1.454087161551677
